id_venda;id_produto;id_vendedor;data;quantidade;preco_unitario;valor_total;custo;lucro
577;1;1;30/07/2024;8;177;1416;128;1288
578;3;2;31/07/2024;8;54;432;408;24
579;9;2;01/08/2024;12;185;2220;180;2040
580;1;1;02/08/2024;1;34;34;18;16
581;9;2;03/08/2024;11;149;1639;748;891
582;8;5;04/08/2024;8;50;400;312;88
583;1;5;05/08/2024;10;47;470;170;300
584;6;2;06/08/2024;19;86;1634;437;1197
585;5;1;07/08/2024;11;122;1342;990;352
586;6;2;08/08/2024;7;48;336;616;-280
587;10;2;09/08/2024;11;157;1727;528;1199
588;5;2;10/08/2024;17;126;2142;969;1173
589;6;3;11/08/2024;1;160;160;88;72
590;5;5;12/08/2024;8;199;1592;288;1304
591;5;4;13/08/2024;6;50;300;504;-204
592;4;4;14/08/2024;18;69;1242;288;954
593;3;3;15/08/2024;6;96;576;480;96
594;3;2;16/08/2024;5;182;910;230;680
595;4;3;17/08/2024;13;156;2028;390;1638
596;9;3;18/08/2024;19;84;1596;1710;-114
597;2;1;19/08/2024;8;138;1104;120;984
598;9;5;20/08/2024;9;127;1143;774;369
599;1;4;21/08/2024;17;141;2397;1054;1343
600;1;2;22/08/2024;3;144;432;192;240
601;5;4;23/08/2024;19;146;2774;513;2261
602;6;4;24/08/2024;11;116;1276;319;957
603;6;5;25/08/2024;17;110;1870;1139;731
604;3;4;26/08/2024;19;95;1805;1102;703
605;7;4;27/08/2024;2;48;96;44;52
606;9;3;28/08/2024;8;164;1312;704;608
607;10;5;29/08/2024;19;147;2793;1140;1653
608;8;1;30/08/2024;7;71;497;581;-84
609;6;2;31/08/2024;17;71;1207;561;646
610;8;4;01/09/2024;6;88;528;312;216
611;5;2;02/09/2024;19;49;931;475;456
612;8;1;03/09/2024;6;102;612;342;270
613;10;2;04/09/2024;2;46;92;68;24
614;4;1;05/09/2024;6;56;336;204;132
615;10;3;06/09/2024;5;31;155;175;-20
616;8;4;07/09/2024;19;92;1748;1824;-76
617;10;1;08/09/2024;4;91;364;284;80
618;2;2;09/09/2024;17;129;2193;1088;1105
619;5;4;10/09/2024;11;48;528;968;-440
620;9;3;11/09/2024;4;46;184;160;24
621;4;4;12/09/2024;13;98;1274;572;702
622;6;1;13/09/2024;17;196;3332;1479;1853
623;1;3;14/09/2024;9;146;1314;405;909
624;9;2;15/09/2024;4;110;440;224;216
625;1;3;16/09/2024;14;68;952;1148;-196
626;5;3;17/09/2024;19;65;1235;1425;-190
627;4;5;18/09/2024;3;197;591;225;366
628;3;3;19/09/2024;14;161;2254;1176;1078
629;6;3;20/09/2024;8;182;1456;736;720
630;2;4;21/09/2024;1;187;187;82;105
631;3;2;22/09/2024;10;58;580;310;270
632;5;4;23/09/2024;18;80;1440;594;846
633;9;4;24/09/2024;16;181;2896;1040;1856
634;2;1;25/09/2024;8;43;344;672;-328
635;10;4;26/09/2024;1;98;98;77;21
636;8;5;27/09/2024;12;175;2100;1068;1032
637;2;5;28/09/2024;8;199;1592;752;840
638;5;1;29/09/2024;16;86;1376;704;672
639;7;2;30/09/2024;18;41;738;702;36
640;8;2;01/10/2024;4;46;184;356;-172
641;1;4;02/10/2024;6;59;354;510;-156
642;6;4;03/10/2024;12;117;1404;480;924
643;1;4;04/10/2024;9;128;1152;630;522
644;2;2;05/10/2024;15;52;780;540;240
645;1;3;06/10/2024;16;158;2528;528;2000
646;5;5;07/10/2024;12;108;1296;540;756
647;10;3;08/10/2024;14;61;854;560;294
648;9;3;09/10/2024;13;38;494;728;-234
649;6;2;10/10/2024;2;44;88;110;-22
650;1;3;11/10/2024;3;185;555;111;444
651;1;1;12/10/2024;10;181;1810;610;1200
652;2;4;13/10/2024;9;192;1728;243;1485
653;9;1;14/10/2024;8;56;448;640;-192
654;3;5;15/10/2024;10;138;1380;800;580
655;1;4;16/10/2024;19;105;1995;570;1425
656;5;3;17/10/2024;3;177;531;261;270
657;7;5;18/10/2024;5;94;470;210;260
658;6;4;19/10/2024;3;138;414;273;141
659;1;3;20/10/2024;16;158;2528;784;1744
660;5;1;21/10/2024;17;39;663;935;-272
661;5;4;22/10/2024;15;76;1140;1365;-225
662;6;3;23/10/2024;3;152;456;135;321
663;3;1;24/10/2024;12;88;1056;1188;-132
664;5;5;25/10/2024;9;125;1125;414;711
665;7;5;26/10/2024;12;132;1584;816;768
666;5;5;27/10/2024;15;153;2295;1290;1005
667;5;5;28/10/2024;2;115;230;146;84
668;5;2;29/10/2024;18;175;3150;990;2160
669;10;4;30/10/2024;12;141;1692;960;732
670;10;4;31/10/2024;4;189;756;272;484
671;3;2;01/11/2024;16;56;896;864;32
672;1;3;02/11/2024;16;47;752;672;80
673;5;3;03/11/2024;1;196;196;51;145
674;9;5;04/11/2024;2;111;222;158;64
675;1;1;05/11/2024;3;101;303;264;39
676;3;3;06/11/2024;17;83;1411;1173;238
677;4;1;07/11/2024;1;191;191;18;173
678;1;4;08/11/2024;6;100;600;144;456
679;1;1;09/11/2024;15;193;2895;915;1980
680;8;4;10/11/2024;14;175;2450;1246;1204
681;2;2;11/11/2024;15;67;1005;420;585
682;8;2;12/11/2024;14;166;2324;728;1596
683;7;5;13/11/2024;5;64;320;130;190
684;10;3;14/11/2024;6;111;666;354;312
685;10;5;15/11/2024;17;162;2754;527;2227
686;2;4;16/11/2024;11;171;1881;1034;847
687;6;5;17/11/2024;16;187;2992;784;2208
688;6;1;18/11/2024;12;33;396;960;-564
689;3;4;19/11/2024;15;196;2940;1335;1605
690;2;2;20/11/2024;4;182;728;220;508
691;1;3;21/11/2024;18;185;3330;1458;1872
692;6;4;22/11/2024;3;179;537;129;408
693;5;4;23/11/2024;8;188;1504;256;1248
694;9;1;24/11/2024;3;52;156;102;54
695;1;3;25/11/2024;8;77;616;224;392
696;7;2;26/11/2024;18;177;3186;864;2322
697;5;4;27/11/2024;10;154;1540;630;910
698;5;4;28/11/2024;17;195;3315;1156;2159
699;2;1;29/11/2024;8;84;672;360;312
700;3;5;30/11/2024;11;97;1067;792;275
701;7;2;01/12/2024;5;117;585;280;305
702;6;3;02/12/2024;13;30;390;936;-546
703;2;4;03/12/2024;5;164;820;480;340
704;6;4;04/12/2024;13;124;1612;572;1040
705;2;2;05/12/2024;6;169;1014;234;780
706;2;5;06/12/2024;5;135;675;385;290
707;2;4;07/12/2024;9;162;1458;297;1161
708;3;2;08/12/2024;16;137;2192;1376;816
709;2;1;09/12/2024;2;71;142;44;98
710;4;5;10/12/2024;1;131;131;17;114
711;9;3;11/12/2024;8;153;1224;648;576
712;6;4;12/12/2024;19;169;3211;1805;1406
713;1;2;13/12/2024;11;132;1452;341;1111
714;8;1;14/12/2024;12;175;2100;336;1764
715;7;3;15/12/2024;12;103;1236;276;960
716;10;2;16/12/2024;7;137;959;532;427
717;3;2;17/12/2024;13;151;1963;455;1508
718;1;3;18/12/2024;8;46;368;720;-352
719;5;1;19/12/2024;9;100;900;459;441
720;4;1;20/12/2024;7;91;637;175;462
721;10;5;21/12/2024;15;70;1050;510;540
722;8;4;22/12/2024;2;148;296;98;198
723;1;3;23/12/2024;12;191;2292;804;1488
724;10;3;24/12/2024;1;74;74;61;13
725;1;3;25/12/2024;8;87;696;712;-16
726;4;1;26/12/2024;5;155;775;330;445
727;8;4;27/12/2024;15;191;2865;330;2535
728;5;5;28/12/2024;1;73;73;18;55
729;2;2;29/12/2024;1;44;44;41;3
730;6;2;30/12/2024;10;107;1070;580;490
731;5;3;31/12/2024;10;99;990;540;450
732;2;4;01/01/2025;15;130;1950;915;1035
733;3;1;02/01/2025;17;189;3213;986;2227
734;9;4;03/01/2025;6;32;192;372;-180
735;7;4;04/01/2025;3;115;345;297;48
736;7;1;05/01/2025;13;103;1339;858;481
737;6;3;06/01/2025;16;80;1280;1568;-288
738;8;4;07/01/2025;8;96;768;656;112
739;4;2;08/01/2025;15;105;1575;375;1200
740;8;1;09/01/2025;17;122;2074;1547;527
741;4;5;10/01/2025;17;174;2958;1479;1479
742;8;3;11/01/2025;13;36;468;234;234
743;9;1;12/01/2025;17;42;714;1530;-816
744;3;5;13/01/2025;6;149;894;522;372
745;3;5;14/01/2025;17;95;1615;1547;68
746;2;4;15/01/2025;16;33;528;992;-464
747;10;4;16/01/2025;14;167;2338;560;1778
748;3;4;17/01/2025;13;117;1521;1183;338
749;3;1;18/01/2025;6;46;276;318;-42
750;5;1;19/01/2025;3;81;243;216;27
751;5;3;20/01/2025;14;163;2282;462;1820
752;2;4;21/01/2025;14;98;1372;1358;14
753;10;5;22/01/2025;15;166;2490;1365;1125
754;6;2;23/01/2025;8;50;400;728;-328
755;5;3;24/01/2025;15;53;795;1080;-285
756;6;1;25/01/2025;13;33;429;546;-117
757;1;3;26/01/2025;17;181;3077;1360;1717
758;5;3;27/01/2025;3;32;96;72;24
759;9;3;28/01/2025;6;97;582;546;36
760;10;3;29/01/2025;5;130;650;360;290
761;2;2;30/01/2025;17;197;3349;1479;1870
762;1;4;31/01/2025;2;83;166;56;110
763;10;5;01/02/2025;15;64;960;1470;-510
764;9;3;02/02/2025;5;85;425;145;280
765;10;3;03/02/2025;6;137;822;282;540
766;9;3;04/02/2025;6;69;414;186;228
767;9;4;05/02/2025;18;97;1746;684;1062
768;6;1;06/02/2025;18;75;1350;792;558
769;8;1;07/02/2025;4;107;428;304;124
770;1;2;08/02/2025;17;170;2890;459;2431
771;10;1;09/02/2025;14;184;2576;1064;1512
772;4;3;10/02/2025;14;35;490;854;-364
773;1;3;11/02/2025;13;46;598;390;208
774;8;3;12/02/2025;7;193;1351;560;791
775;1;2;13/02/2025;12;128;1536;1140;396
776;3;3;14/02/2025;15;110;1650;855;795
777;4;1;15/02/2025;19;31;589;418;171
778;8;4;16/02/2025;11;106;1166;187;979
779;6;4;17/02/2025;15;95;1425;390;1035
780;10;5;18/02/2025;12;81;972;1176;-204
781;7;1;19/02/2025;3;121;363;90;273
782;8;3;20/02/2025;17;51;867;1564;-697
783;2;4;21/02/2025;3;140;420;282;138
784;10;1;22/02/2025;19;136;2584;1387;1197
785;8;4;23/02/2025;4;96;384;252;132
786;3;3;24/02/2025;3;169;507;231;276
787;7;4;25/02/2025;16;98;1568;1216;352
788;3;5;26/02/2025;12;113;1356;756;600
789;7;5;27/02/2025;8;132;1056;520;536
790;2;4;28/02/2025;17;68;1156;799;357
791;10;1;01/03/2025;7;42;294;308;-14
792;6;1;02/03/2025;11;70;770;803;-33
793;3;1;03/03/2025;18;86;1548;1620;-72
794;3;4;04/03/2025;1;41;41;29;12
795;9;1;05/03/2025;3;42;126;288;-162
796;7;3;06/03/2025;4;149;596;148;448
797;5;5;07/03/2025;13;126;1638;1196;442
798;10;3;08/03/2025;6;86;516;354;162
799;7;1;09/03/2025;14;69;966;1064;-98
800;9;3;10/03/2025;5;147;735;465;270
801;1;1;11/03/2025;16;109;1744;1360;384
802;7;4;12/03/2025;15;157;2355;435;1920
803;6;3;13/03/2025;15;64;960;900;60
804;10;4;14/03/2025;4;32;128;312;-184
805;9;4;15/03/2025;8;149;1192;480;712
806;1;2;16/03/2025;16;34;544;1120;-576
807;4;1;17/03/2025;16;40;640;928;-288
808;9;5;18/03/2025;4;155;620;356;264
809;4;1;19/03/2025;13;100;1300;559;741
810;10;5;20/03/2025;13;146;1898;988;910
811;3;1;21/03/2025;2;167;334;132;202
812;9;4;22/03/2025;3;135;405;204;201
813;2;3;23/03/2025;8;145;1160;568;592
814;4;3;24/03/2025;15;191;2865;1455;1410
815;6;2;25/03/2025;11;96;1056;880;176
816;2;5;26/03/2025;9;60;540;324;216
817;8;5;27/03/2025;7;104;728;238;490
818;8;5;28/03/2025;13;100;1300;611;689
819;1;4;29/03/2025;2;95;190;172;18
820;3;5;30/03/2025;8;99;792;312;480
821;10;3;31/03/2025;7;70;490;420;70
822;9;4;01/04/2025;12;189;2268;1044;1224
823;5;1;02/04/2025;19;49;931;1349;-418
824;6;5;03/04/2025;7;182;1274;133;1141
825;4;5;04/04/2025;10;169;1690;690;1000
826;10;1;05/04/2025;16;68;1088;1200;-112
827;2;5;06/04/2025;3;174;522;66;456
828;8;1;07/04/2025;10;74;740;300;440
829;6;4;08/04/2025;6;168;1008;372;636
830;5;3;09/04/2025;18;99;1782;1350;432
831;9;1;10/04/2025;18;154;2772;522;2250
832;1;2;11/04/2025;5;180;900;395;505
833;5;1;12/04/2025;7;120;840;252;588
834;6;5;13/04/2025;2;99;198;34;164
835;5;4;14/04/2025;11;195;2145;748;1397
836;6;4;15/04/2025;13;159;2067;364;1703
837;6;1;16/04/2025;5;113;565;250;315
838;7;3;17/04/2025;6;118;708;576;132
839;4;2;18/04/2025;14;108;1512;1344;168
840;8;4;19/04/2025;12;142;1704;972;732
841;7;5;20/04/2025;4;122;488;96;392
842;9;5;21/04/2025;6;101;606;378;228
843;7;3;22/04/2025;10;194;1940;790;1150
844;3;4;23/04/2025;18;78;1404;1278;126
845;3;1;24/04/2025;15;81;1215;615;600
846;8;5;25/04/2025;8;62;496;712;-216
847;5;3;26/04/2025;9;51;459;171;288
848;4;4;27/04/2025;5;143;715;425;290
849;8;4;28/04/2025;10;162;1620;970;650
850;6;4;29/04/2025;6;47;282;426;-144
851;2;4;30/04/2025;16;195;3120;464;2656
852;4;4;01/05/2025;3;147;441;270;171
853;4;5;02/05/2025;10;146;1460;440;1020
854;6;3;03/05/2025;11;66;726;374;352
855;6;4;04/05/2025;11;93;1023;561;462
856;1;2;05/05/2025;17;167;2839;289;2550
857;8;2;06/05/2025;4;108;432;348;84
858;6;3;07/05/2025;4;199;796;220;576
859;3;1;08/05/2025;17;152;2584;901;1683
860;9;1;09/05/2025;9;73;657;360;297
861;2;1;10/05/2025;19;111;2109;304;1805
862;8;2;11/05/2025;5;116;580;185;395
863;10;1;12/05/2025;6;45;270;222;48
864;3;5;13/05/2025;3;83;249;297;-48
865;5;4;14/05/2025;1;131;131;30;101
866;6;2;15/05/2025;16;192;3072;368;2704
867;10;3;16/05/2025;11;127;1397;297;1100
868;6;3;17/05/2025;13;185;2405;546;1859
869;4;4;18/05/2025;10;31;310;410;-100
870;3;2;19/05/2025;3;123;369;195;174
871;4;1;20/05/2025;9;170;1530;702;828
872;1;1;21/05/2025;12;198;2376;792;1584
873;4;5;22/05/2025;14;88;1232;1330;-98
874;1;5;23/05/2025;1;98;98;52;46
875;1;1;24/05/2025;18;148;2664;1422;1242
876;10;3;25/05/2025;17;121;2057;544;1513
877;6;3;26/05/2025;9;74;666;693;-27
878;5;5;27/05/2025;9;177;1593;585;1008
879;4;4;28/05/2025;10;53;530;230;300
880;3;1;29/05/2025;19;120;2280;513;1767
881;1;5;30/05/2025;15;123;1845;810;1035
882;6;5;31/05/2025;5;87;435;345;90
883;2;1;01/06/2025;15;184;2760;1395;1365
884;8;1;02/06/2025;2;183;366;114;252
885;10;3;03/06/2025;13;157;2041;754;1287
886;5;4;04/06/2025;16;36;576;1312;-736
887;7;4;05/06/2025;15;199;2985;705;2280
888;10;1;06/06/2025;10;76;760;380;380
889;2;2;07/06/2025;14;82;1148;700;448
890;8;5;08/06/2025;10;67;670;240;430
891;2;5;09/06/2025;14;82;1148;476;672
892;4;1;10/06/2025;9;172;1548;801;747
893;1;2;11/06/2025;14;183;2562;364;2198
894;5;3;12/06/2025;3;77;231;228;3
895;9;1;13/06/2025;16;124;1984;512;1472
896;1;1;14/06/2025;2;176;352;154;198
897;9;5;15/06/2025;10;166;1660;980;680
898;8;1;16/06/2025;3;93;279;117;162
899;6;1;17/06/2025;11;122;1342;286;1056
900;7;1;18/06/2025;11;154;1694;385;1309
901;3;5;19/06/2025;13;68;884;507;377
902;1;3;20/06/2025;7;33;231;175;56
903;5;3;21/06/2025;17;155;2635;1326;1309
904;2;1;22/06/2025;2;32;64;174;-110
905;5;5;23/06/2025;12;93;1116;768;348
906;8;3;24/06/2025;10;58;580;760;-180
907;9;3;25/06/2025;18;145;2610;1134;1476
908;2;3;26/06/2025;11;40;440;308;132
909;3;5;27/06/2025;16;126;2016;240;1776
910;3;5;28/06/2025;17;131;2227;1615;612
911;1;1;29/06/2025;19;184;3496;741;2755
912;8;4;30/06/2025;18;50;900;1314;-414
913;6;3;01/07/2025;3;68;204;258;-54
914;8;4;02/07/2025;16;131;2096;1328;768
915;9;5;03/07/2025;6;75;450;114;336
916;5;5;04/07/2025;12;95;1140;396;744
917;3;5;05/07/2025;11;120;1320;407;913
918;5;4;06/07/2025;15;193;2895;345;2550
919;5;5;07/07/2025;15;140;2100;960;1140
920;5;1;08/07/2025;16;111;1776;480;1296
921;3;5;09/07/2025;10;152;1520;470;1050
922;10;2;10/07/2025;12;128;1536;192;1344
923;4;4;11/07/2025;13;64;832;364;468
924;9;2;12/07/2025;4;188;752;60;692
925;10;5;13/07/2025;7;185;1295;504;791
926;9;1;14/07/2025;2;132;264;60;204
927;2;3;15/07/2025;15;158;2370;1395;975
928;8;5;16/07/2025;8;54;432;488;-56
929;8;1;17/07/2025;7;72;504;406;98
930;7;4;18/07/2025;15;113;1695;1410;285
931;8;2;19/07/2025;14;80;1120;392;728
932;3;2;20/07/2025;8;159;1272;304;968
933;6;2;21/07/2025;12;155;1860;828;1032
934;1;4;22/07/2025;13;98;1274;377;897
935;7;1;23/07/2025;11;38;418;1067;-649
936;1;4;24/07/2025;17;31;527;1462;-935
937;9;2;25/07/2025;17;191;3247;816;2431
938;1;5;26/07/2025;4;188;752;64;688
939;1;3;27/07/2025;8;39;312;328;-16
940;7;4;28/07/2025;5;143;715;440;275
941;2;4;29/07/2025;16;105;1680;1376;304
942;5;1;30/07/2025;4;193;772;148;624
943;8;1;31/07/2025;15;114;1710;1230;480
944;8;4;01/08/2025;12;78;936;336;600
945;3;2;02/08/2025;5;99;495;385;110
946;7;3;03/08/2025;16;160;2560;1264;1296
947;3;1;04/08/2025;14;162;2268;1148;1120
948;6;2;05/08/2025;10;119;1190;770;420
949;6;5;06/08/2025;7;55;385;665;-280
950;3;1;07/08/2025;13;101;1313;1014;299
951;7;2;08/08/2025;5;34;170;230;-60
952;3;2;09/08/2025;3;44;132;279;-147
953;8;3;10/08/2025;15;152;2280;405;1875
954;10;3;11/08/2025;4;173;692;320;372
955;4;5;12/08/2025;15;30;450;495;-45
956;1;2;13/08/2025;14;173;2422;532;1890
957;4;2;14/08/2025;19;194;3686;475;3211
958;7;3;15/08/2025;13;32;416;949;-533
959;4;1;16/08/2025;10;76;760;290;470
960;6;1;17/08/2025;5;124;620;120;500
961;9;4;18/08/2025;6;42;252;330;-78
962;1;3;19/08/2025;4;149;596;164;432
963;5;4;20/08/2025;2;84;168;148;20
964;7;3;21/08/2025;16;178;2848;1392;1456
965;1;5;22/08/2025;18;95;1710;1188;522
966;4;2;23/08/2025;5;184;920;210;710
967;6;5;24/08/2025;4;195;780;316;464
968;2;3;25/08/2025;13;119;1547;403;1144
969;10;2;26/08/2025;19;91;1729;1102;627
970;5;1;27/08/2025;2;131;262;48;214
971;10;1;28/08/2025;13;168;2184;1001;1183
972;1;4;29/08/2025;11;37;407;1056;-649
973;6;3;30/08/2025;4;126;504;244;260
974;6;3;31/08/2025;15;146;2190;780;1410
975;4;1;01/09/2025;4;93;372;336;36
976;8;5;02/09/2025;9;50;450;810;-360
977;4;2;03/09/2025;7;144;1008;469;539
978;8;5;04/09/2025;19;114;2166;1748;418
979;8;5;05/09/2025;19;49;931;1102;-171
980;5;1;06/09/2025;6;37;222;528;-306
981;4;1;07/09/2025;6;87;522;408;114
982;2;1;08/09/2025;15;75;1125;510;615
983;3;4;09/09/2025;15;60;900;1395;-495
984;3;5;10/09/2025;9;122;1098;405;693
985;4;3;11/09/2025;4;38;152;84;68
986;4;2;12/09/2025;18;44;792;1296;-504
987;10;4;13/09/2025;18;123;2214;432;1782
988;5;3;14/09/2025;5;183;915;120;795
989;4;5;15/09/2025;11;167;1837;583;1254
990;10;1;16/09/2025;5;58;290;210;80
991;8;5;17/09/2025;4;109;436;176;260
992;6;2;18/09/2025;12;65;780;612;168
993;6;4;19/09/2025;2;113;226;162;64
994;8;4;20/09/2025;13;138;1794;741;1053
995;7;2;21/09/2025;10;147;1470;930;540
996;10;3;22/09/2025;9;66;594;891;-297
997;10;3;23/09/2025;10;115;1150;660;490
998;8;4;24/09/2025;7;100;700;490;210
999;2;4;25/09/2025;4;180;720;360;360
1000;9;1;26/09/2025;19;198;3762;1558;2204
1001;1;3;27/09/2025;10;122;1220;230;990
1002;8;2;28/09/2025;3;109;327;111;216
1003;4;3;29/09/2025;19;131;2489;1463;1026
1004;4;1;30/09/2025;2;185;370;150;220
1005;5;4;01/10/2025;10;195;1950;540;1410
1006;8;4;02/10/2025;2;188;376;116;260
1007;5;1;03/10/2025;2;43;86;76;10
1008;8;2;04/10/2025;17;146;2482;1105;1377
1009;10;4;05/10/2025;16;102;1632;1152;480
1010;1;5;06/10/2025;16;120;1920;752;1168
1011;10;4;07/10/2025;14;119;1666;420;1246
1012;9;5;08/10/2025;7;58;406;252;154
1013;6;1;09/10/2025;11;78;858;781;77
1014;3;1;10/10/2025;1;101;101;76;25
1015;8;4;11/10/2025;11;162;1782;1056;726
1016;9;3;12/10/2025;4;71;284;340;-56
1017;6;5;13/10/2025;7;164;1148;602;546
1018;7;2;14/10/2025;15;71;1065;1260;-195
1019;1;4;15/10/2025;18;193;3474;792;2682
1020;5;2;16/10/2025;12;134;1608;444;1164
1021;5;4;17/10/2025;17;56;952;782;170
1022;10;3;18/10/2025;1;87;87;71;16
1023;4;3;19/10/2025;11;75;825;253;572
1024;6;3;20/10/2025;1;95;95;45;50
1025;7;3;21/10/2025;15;54;810;1275;-465
1026;9;1;22/10/2025;10;102;1020;230;790
1027;1;1;23/10/2025;7;146;1022;189;833
1028;6;5;24/10/2025;2;184;368;144;224
1029;7;2;25/10/2025;10;158;1580;170;1410
1030;3;4;26/10/2025;4;116;464;196;268
1031;8;4;27/10/2025;12;103;1236;420;816
1032;5;1;28/10/2025;19;199;3781;1482;2299
1033;9;4;29/10/2025;11;182;2002;726;1276
1034;5;1;30/10/2025;8;154;1232;384;848
1035;9;5;31/10/2025;18;96;1728;882;846
1036;10;2;01/11/2025;11;35;385;319;66
1037;4;5;02/11/2025;11;154;1694;220;1474
1038;9;3;03/11/2025;13;87;1131;1287;-156
1039;5;3;04/11/2025;3;99;297;138;159
1040;10;3;05/11/2025;12;82;984;792;192
1041;9;5;06/11/2025;3;95;285;291;-6
1042;3;4;07/11/2025;10;87;870;420;450
1043;4;2;08/11/2025;17;111;1887;1683;204
1044;9;3;09/11/2025;2;116;232;156;76
1045;10;3;10/11/2025;17;31;527;1581;-1054
1046;6;3;11/11/2025;16;179;2864;1472;1392
1047;2;2;12/11/2025;2;66;132;66;66
1048;7;3;13/11/2025;6;177;1062;174;888
1049;2;2;14/11/2025;10;132;1320;200;1120
1050;2;3;15/11/2025;10;53;530;870;-340
1051;1;5;16/11/2025;8;141;1128;784;344
1052;3;5;17/11/2025;1;94;94;52;42
1053;6;2;18/11/2025;13;158;2054;520;1534
1054;8;5;19/11/2025;9;146;1314;864;450
1055;9;2;20/11/2025;10;145;1450;650;800
1056;7;5;21/11/2025;15;134;2010;1305;705
1057;4;5;22/11/2025;5;32;160;335;-175
1058;6;2;23/11/2025;16;75;1200;1120;80
1059;5;4;24/11/2025;13;84;1092;949;143
1060;8;5;25/11/2025;18;104;1872;1512;360
1061;1;3;26/11/2025;11;74;814;1012;-198
1062;1;4;27/11/2025;9;183;1647;648;999
1063;6;2;28/11/2025;16;106;1696;432;1264
1064;10;4;29/11/2025;2;53;106;114;-8
1065;2;1;30/11/2025;2;64;128;180;-52
1066;5;1;01/12/2025;12;53;636;780;-144
1067;1;5;02/12/2025;8;57;456;264;192
1068;7;5;03/12/2025;9;45;405;315;90
1069;1;3;04/12/2025;12;88;1056;1164;-108
1070;4;4;05/12/2025;9;173;1557;342;1215
1071;9;1;06/12/2025;10;44;440;400;40
1072;1;5;07/12/2025;2;40;80;118;-38
1073;4;4;08/12/2025;16;108;1728;672;1056
1074;6;5;09/12/2025;7;144;1008;672;336
1075;6;5;10/12/2025;2;97;194;86;108
1076;8;1;11/12/2025;1;72;72;31;41
1077;1;1;12/12/2025;19;98;1862;1558;304
1078;7;5;13/12/2025;4;170;680;232;448
1079;1;2;14/12/2025;2;167;334;150;184
1080;7;5;15/12/2025;14;104;1456;1148;308
1081;3;5;16/12/2025;2;132;264;176;88
1082;8;3;17/12/2025;15;70;1050;585;465
1083;3;3;18/12/2025;12;88;1056;972;84
1084;1;3;19/12/2025;5;68;340;80;260
1085;8;2;20/12/2025;7;32;224;441;-217
1086;3;2;21/12/2025;10;36;360;840;-480
1087;2;5;22/12/2025;14;78;1092;560;532
1088;1;3;23/12/2025;14;55;770;1204;-434
1089;3;2;24/12/2025;5;190;950;205;745
1090;2;1;25/12/2025;18;130;2340;576;1764
1091;2;5;26/12/2025;14;108;1512;952;560
1092;6;4;27/12/2025;2;31;62;30;32
1093;1;5;28/12/2025;12;156;1872;900;972
1094;2;4;29/12/2025;6;189;1134;102;1032
1095;6;3;30/12/2025;4;161;644;328;316
1096;3;4;31/12/2025;13;49;637;715;-78
1097;4;3;01/01/2026;4;146;584;204;380
1098;1;1;02/01/2026;14;193;2702;910;1792
1099;8;4;03/01/2026;16;61;976;464;512
1100;7;5;04/01/2026;4;57;228;88;140
1101;7;3;05/01/2026;1;106;106;52;54
1102;3;5;06/01/2026;13;30;390;1261;-871
1103;10;2;07/01/2026;4;85;340;280;60
1104;10;3;08/01/2026;18;64;1152;1098;54
1105;3;4;09/01/2026;6;141;846;144;702
1106;2;3;10/01/2026;3;59;177;276;-99
1107;1;5;11/01/2026;13;83;1079;819;260
1108;7;1;12/01/2026;16;65;1040;880;160
1109;7;3;13/01/2026;5;109;545;485;60
1110;2;4;14/01/2026;4;87;348;176;172
1111;7;2;15/01/2026;8;112;896;152;744
1112;8;1;16/01/2026;19;94;1786;1615;171
1113;1;2;17/01/2026;14;98;1372;1358;14
1114;9;3;18/01/2026;7;157;1099;315;784
1115;7;5;19/01/2026;14;80;1120;924;196
1116;3;5;20/01/2026;6;51;306;222;84
1117;8;4;21/01/2026;12;136;1632;744;888
1118;7;5;22/01/2026;16;138;2208;864;1344
1119;8;1;23/01/2026;17;145;2465;340;2125
1120;6;5;24/01/2026;13;130;1690;676;1014
1121;9;4;25/01/2026;14;129;1806;770;1036
1122;5;3;26/01/2026;7;193;1351;287;1064
1123;3;3;27/01/2026;14;97;1358;1246;112
1124;3;5;28/01/2026;15;65;975;1245;-270
1125;1;2;29/01/2026;12;198;2376;852;1524
1126;8;3;30/01/2026;17;175;2975;527;2448
1127;2;5;31/01/2026;9;51;459;765;-306
1128;3;4;01/02/2026;15;95;1425;915;510
1129;8;5;02/02/2026;12;50;600;1116;-516
1130;8;3;03/02/2026;2;129;258;54;204
1131;4;4;04/02/2026;5;157;785;125;660
1132;4;5;05/02/2026;13;73;949;494;455
1133;5;1;06/02/2026;8;132;1056;696;360
1134;6;4;07/02/2026;14;76;1064;252;812
1135;5;1;08/02/2026;15;68;1020;900;120
1136;7;2;09/02/2026;11;58;638;352;286
1137;2;4;10/02/2026;1;83;83;57;26
1138;7;1;11/02/2026;3;119;357;282;75
1139;10;3;12/02/2026;17;114;1938;799;1139
1140;7;3;13/02/2026;19;46;874;456;418
1141;1;2;14/02/2026;14;109;1526;1218;308
1142;7;4;15/02/2026;8;188;1504;584;920
1143;5;4;16/02/2026;13;102;1326;585;741
1144;3;4;17/02/2026;3;78;234;126;108
1145;3;2;18/02/2026;5;130;650;370;280
1146;4;4;19/02/2026;9;31;279;153;126
1147;2;3;20/02/2026;6;171;1026;414;612
1148;2;1;21/02/2026;2;88;176;56;120
1149;1;3;22/02/2026;13;126;1638;936;702
