id,gen,name,form,type_1,type_2,hp,atk,def,sp_atk,sp_def,spd,bst,pml
316,3,Gulpin, ,Poison, ,70,43,53,43,53,40,302,
317,3,Swalot, ,Poison, ,100,73,83,73,83,55,467,
318,3,Carvanha, ,Water,Dark,45,90,20,65,20,65,305,
319,3,Sharpedo, ,Water,Dark,70,120,40,95,40,95,460,
319,6,Sharpedo,Mega Sharpedo,Water,Dark,70,140,70,110,65,105,560,
320,3,Wailmer, ,Water, ,130,70,35,70,35,60,400,
321,3,Wailord, ,Water, ,170,90,45,90,45,60,500,
322,3,Numel, ,Fire,Ground,60,60,40,65,45,35,305,
323,3,Camerupt, ,Fire,Ground,70,100,70,105,75,40,460,
323,6,Camerupt,Mega Camerupt,Fire,Ground,70,120,100,145,105,20,560,
324,3,Torkoal, ,Fire, ,70,85,140,85,70,20,470,
325,3,Spoink, ,Psychic, ,60,25,35,70,80,60,330,
326,3,Grumpig, ,Psychic, ,80,45,65,90,110,80,470,
327,3,Spinda, ,Normal, ,60,60,60,60,60,60,360,
328,3,Trapinch, ,Ground, ,45,100,45,45,45,10,290,
329,3,Vibrava, ,Ground,Dragon,50,70,50,50,50,70,340,
330,3,Flygon, ,Ground,Dragon,80,100,80,80,80,100,520,
331,3,Cacnea, ,Grass, ,50,85,40,85,40,35,335,
332,3,Cacturne, ,Grass,Dark,70,115,60,115,60,55,475,
333,3,Swablu, ,Normal,Flying,45,40,60,40,75,50,310,
334,3,Altaria, ,Dragon,Flying,75,70,90,70,105,80,490,
334,6,Altaria,Mega Altaria,Dragon,Fairy,75,110,110,110,105,80,590,
335,3,Zangoose, ,Normal, ,73,115,60,60,60,90,458,
336,3,Seviper, ,Poison, ,73,100,60,100,60,65,458,
337,3,Lunatone, ,Rock,Psychic,90,55,65,95,85,70,460,
338,3,Solrock, ,Rock,Psychic,90,95,85,55,65,70,460,
339,3,Barboach, ,Water,Ground,50,48,43,46,41,60,288,
340,3,Whiscash, ,Water,Ground,110,78,73,76,71,60,468,
341,3,Corphish, ,Water, ,43,80,65,50,35,35,308,
342,3,Crawdaunt, ,Water,Dark,63,120,85,90,55,55,468,
343,3,Baltoy, ,Ground,Psychic,40,40,55,40,70,55,300,
344,3,Claydol, ,Ground,Psychic,60,70,105,70,120,75,500,
345,3,Lileep, ,Rock,Grass,66,41,77,61,87,23,355,
346,3,Cradily, ,Rock,Grass,86,81,97,81,107,43,495,
347,3,Anorith, ,Rock,Bug,45,95,50,40,50,75,355,
348,3,Armaldo, ,Rock,Bug,75,125,100,70,80,45,495,
349,3,Feebas, ,Water, ,20,15,20,10,55,80,200,
350,3,Milotic, ,Water, ,95,60,79,100,125,81,540,
351,3,Castform, ,Normal, ,70,70,70,70,70,70,420,
351,3,Castform,Sunny Form,Fire, ,70,70,70,70,70,70,420,
351,3,Castform,Rainy Form,Water, ,70,70,70,70,70,70,420,
351,3,Castform,Snowy Form,Ice, ,70,70,70,70,70,70,420,
352,3,Kecleon, ,Normal, ,60,90,70,60,120,40,440,
353,3,Shuppet, ,Ghost, ,44,75,35,63,33,45,295,
354,3,Banette, ,Ghost, ,64,115,65,83,63,65,455,
354,6,Banette,Mega Banette,Ghost, ,64,165,75,93,83,75,555,
355,3,Duskull, ,Ghost, ,20,40,90,30,90,25,295,
356,3,Dusclops, ,Ghost, ,40,70,130,60,130,25,455,
357,3,Tropius, ,Grass,Flying,99,68,83,72,87,51,460,
358,3,Chimecho, ,Psychic, ,75,50,80,95,90,65,455,
359,3,Absol, ,Dark, ,65,130,60,75,60,75,465,
359,6,Absol,Mega Absol,Dark, ,65,150,60,115,60,115,565,
360,3,Wynaut, ,Psychic, ,95,23,48,23,48,23,260,
361,3,Snorunt, ,Ice, ,50,50,50,50,50,50,300,
362,3,Glalie, ,Ice, ,80,80,80,80,80,80,480,
362,6,Glalie,Mega Glalie,Ice, ,80,120,80,120,80,100,580,
363,3,Spheal, ,Ice,Water,70,40,50,55,50,25,290,
364,3,Sealeo, ,Ice,Water,90,60,70,75,70,45,410,
365,3,Walrein, ,Ice,Water,110,80,90,95,90,65,530,
366,3,Clamperl, ,Water, ,35,64,85,74,55,32,345,
367,3,Huntail, ,Water, ,55,104,105,94,75,52,485,
368,3,Gorebyss, ,Water, ,55,84,105,114,75,52,485,
369,3,Relicanth, ,Water,Rock,100,90,130,45,65,55,485,
370,3,Luvdisc, ,Water, ,43,30,55,40,65,97,330,
371,3,Bagon, ,Dragon, ,45,75,60,40,30,50,300,psd_leg
372,3,Shelgon, ,Dragon, ,65,95,100,60,50,50,420,psd_leg
373,3,Salamence, ,Dragon,Flying,95,135,80,110,80,100,600,psd_leg
373,6,Salamence,Mega Salamence,Dragon,Flying,95,145,130,120,90,120,700,psd_leg
374,3,Beldum, ,Steel,Psychic,40,55,80,35,60,30,300,psd_leg
375,3,Metang, ,Steel,Psychic,60,75,100,55,80,50,420,psd_leg
376,3,Metagross, ,Steel,Psychic,80,135,130,95,90,70,600,psd_leg
376,6,Metagross,Mega Metagross,Steel,Psychic,80,145,150,105,110,110,700,psd_leg
377,3,Regirock, ,Rock, ,80,100,200,50,100,50,580,leg
378,3,Regice, ,Ice, ,80,50,100,100,200,50,580,leg
379,3,Registeel, ,Steel, ,80,75,150,75,150,50,580,leg
380,3,Latias, ,Dragon,Psychic,80,80,90,110,130,110,600,leg
380,6,Latias,Mega Latias,Dragon,Psychic,80,100,120,140,150,110,700,leg
381,3,Latios, ,Dragon,Psychic,80,90,80,130,110,110,600,leg
381,6,Latios,Mega Latios,Dragon,Psychic,80,130,100,160,120,110,700,leg
382,3,Kyogre, ,Water, ,100,100,90,150,140,90,670,leg
382,6,Kyogre,Primal Kyogre,Water, ,100,150,90,180,160,90,770,leg
383,3,Groudon, ,Ground, ,100,150,140,100,90,90,670,leg
383,6,Groudon,Primal Groudon,Ground,Fire,100,180,160,150,90,90,770,leg
384,3,Rayquaza, ,Dragon,Flying,105,150,90,150,90,95,680,leg
384,6,Rayquaza,Mega Rayquaza,Dragon,Flying,105,180,100,180,100,115,780,leg
385,3,Jirachi, ,Steel,Psychic,100,100,100,100,100,100,600,myth
386,3,Deoxys,Normal Forme,Psychic, ,50,150,50,150,50,150,600,leg
386,3,Deoxys,Attack Forme,Psychic, ,50,180,20,180,20,150,600,leg
386,3,Deoxys,Defense Forme,Psychic, ,50,70,160,70,160,90,600,leg
386,3,Deoxys,Speed Forme,Psychic, ,50,95,90,95,90,180,600,leg
387,4,Turtwig, ,Grass, ,55,68,64,45,55,31,318,
388,4,Grotle, ,Grass, ,75,89,85,55,65,36,405,
389,4,Torterra, ,Grass,Ground,95,109,105,75,85,56,525,
390,4,Chimchar, ,Fire, ,44,58,44,58,44,61,309,
391,4,Monferno, ,Fire,Fighting,64,78,52,78,52,81,405,
392,4,Infernape, ,Fire,Fighting,76,104,71,104,71,108,534,
393,4,Piplup, ,Water, ,53,51,53,61,56,40,314,
394,4,Prinplup, ,Water, ,64,66,68,81,76,50,405,
395,4,Empoleon, ,Water,Steel,84,86,88,111,101,60,530,
396,4,Starly, ,Normal,Flying,40,55,30,30,30,60,245,
397,4,Staravia, ,Normal,Flying,55,75,50,40,40,80,340,
398,4,Staraptor, ,Normal,Flying,85,120,70,50,60,100,485,
399,4,Bidoof, ,Normal, ,59,45,40,35,40,31,250,
400,4,Bibarel, ,Normal,Water,79,85,60,55,60,71,410,
401,4,Kricketot, ,Bug, ,37,25,41,25,41,25,194,
402,4,Kricketune, ,Bug, ,77,85,51,55,51,65,384,
403,4,Shinx, ,Electric, ,45,65,34,40,34,45,263,
404,4,Luxio, ,Electric, ,60,85,49,60,49,60,363,
405,4,Luxray, ,Electric, ,80,120,79,95,79,70,523,
406,4,Budew, ,Grass,Poison,40,30,35,50,70,55,280,
407,4,Roserade, ,Grass,Poison,60,70,65,125,105,90,515,
408,4,Cranidos, ,Rock, ,67,125,40,30,30,58,350,
409,4,Rampardos, ,Rock, ,97,165,60,65,50,58,495,
410,4,Shieldon, ,Rock,Steel,30,42,118,42,88,30,350,
411,4,Bastiodon, ,Rock,Steel,60,52,168,47,138,30,495,
412,4,Burmy,Plant Cloak,Bug, ,40,29,45,29,45,36,224,
412,4,Burmy,Sandy Cloak,Bug, ,40,29,45,29,45,36,224,
412,4,Burmy,Trash Cloak,Bug, ,40,29,45,29,45,36,224,
413,4,Wormadam,Plant Cloak,Bug,Grass,60,59,85,79,105,36,424,
413,4,Wormadam,Sandy Cloak,Bug,Ground,60,79,105,59,85,36,424,
413,4,Wormadam,Trash Cloak,Bug,Steel,60,69,95,69,95,36,424,
414,4,Mothim, ,Bug,Flying,70,94,50,94,50,66,424,
415,4,Combee, ,Bug,Flying,30,30,42,30,42,70,244,
416,4,Vespiquen, ,Bug,Flying,70,80,102,80,102,40,474,
417,4,Pachirisu, ,Electric, ,60,45,70,45,90,95,405,
418,4,Buizel, ,Water, ,55,65,35,60,30,85,330,
419,4,Floatzel, ,Water, ,85,105,55,85,50,115,495,
420,4,Cherubi, ,Grass, ,45,35,45,62,53,35,275,
421,4,Cherrim, ,Grass, ,70,60,70,87,78,85,450,
422,4,Shellos, ,Water, ,76,48,48,57,62,34,325,
423,4,Gastrodon, ,Water,Ground,111,83,68,92,82,39,475,
424,4,Ambipom, ,Normal, ,75,100,66,60,66,115,482,
425,4,Drifloon, ,Ghost,Flying,90,50,34,60,44,70,348,
426,4,Drifblim, ,Ghost,Flying,150,80,44,90,54,80,498,
427,4,Buneary, ,Normal, ,55,66,44,44,56,85,350,
428,4,Lopunny, ,Normal, ,65,76,84,54,96,105,480,
428,6,Lopunny,Mega Lopunny,Normal,Fighting,65,136,94,54,96,135,580,
429,4,Mismagius, ,Ghost, ,60,60,60,105,105,105,495,
430,4,Honchkrow, ,Dark,Flying,100,125,52,105,52,71,505,
431,4,Glameow, ,Normal, ,49,55,42,42,37,85,310,
432,4,Purugly, ,Normal, ,71,82,64,64,59,112,452,
433,4,Chingling, ,Psychic, ,45,30,50,65,50,45,285,
434,4,Stunky, ,Poison,Dark,63,63,47,41,41,74,329,
435,4,Skuntank, ,Poison,Dark,103,93,67,71,61,84,479,
436,4,Bronzor, ,Steel,Psychic,57,24,86,24,86,23,300,
437,4,Bronzong, ,Steel,Psychic,67,89,116,79,116,33,500,
438,4,Bonsly, ,Rock, ,50,80,95,10,45,10,290,
439,4,Mime Jr., ,Psychic,Fairy,20,25,45,70,90,60,310,
440,4,Happiny, ,Normal, ,100,5,5,15,65,30,220,
441,4,Chatot, ,Normal,Flying,76,65,45,92,42,91,411,
442,4,Spiritomb, ,Ghost,Dark,50,92,108,92,108,35,485,
443,4,Gible, ,Dragon,Ground,58,70,45,40,45,42,300,psd_leg
444,4,Gabite, ,Dragon,Ground,68,90,65,50,55,82,410,psd_leg
445,4,Garchomp, ,Dragon,Ground,108,130,95,80,85,102,600,psd_leg
445,6,Garchomp,Mega Garchomp,Dragon,Ground,108,170,115,120,95,92,700,psd_leg
446,4,Munchlax, ,Normal, ,135,85,40,40,85,5,390,
447,4,Riolu, ,Fighting, ,40,70,40,35,40,60,285,
448,4,Lucario, ,Fighting,Steel,70,110,70,115,70,90,525,
448,6,Lucario,Mega Lucario,Fighting,Steel,70,145,88,140,70,112,625,
449,4,Hippopotas, ,Ground, ,68,72,78,38,42,32,330,
450,4,Hippowdon, ,Ground, ,108,112,118,68,72,47,525,
451,4,Skorupi, ,Poison,Bug,40,50,90,30,55,65,330,
452,4,Drapion, ,Poison,Dark,70,90,110,60,75,95,500,
453,4,Croagunk, ,Poison,Fighting,48,61,40,61,40,50,300,
454,4,Toxicroak, ,Poison,Fighting,83,106,65,86,65,85,490,
455,4,Carnivine, ,Grass, ,74,100,72,90,72,46,454,
456,4,Finneon, ,Water, ,49,49,56,49,61,66,330,
457,4,Lumineon, ,Water, ,69,69,76,69,86,91,460,
458,4,Mantyke, ,Water,Flying,45,20,50,60,120,50,345,
459,4,Snover, ,Grass,Ice,60,62,50,62,60,40,334,
460,4,Abomasnow, ,Grass,Ice,90,92,75,92,85,60,494,
460,6,Abomasnow,Mega Abomasnow,Grass,Ice,90,132,105,132,105,30,594,
461,4,Weavile, ,Dark,Ice,70,120,65,45,85,125,510,
462,4,Magnezone, ,Electric,Steel,70,70,115,130,90,60,535,
463,4,Lickilicky, ,Normal, ,110,85,95,80,95,50,515,
464,4,Rhyperior, ,Ground,Rock,115,140,130,55,55,40,535,
465,4,Tangrowth, ,Grass, ,100,100,125,110,50,50,535,
466,4,Electivire, ,Electric, ,75,123,67,95,85,95,540,
467,4,Magmortar, ,Fire, ,75,95,67,125,95,83,540,
468,4,Togekiss, ,Fairy,Flying,85,50,95,120,115,80,545,
469,4,Yanmega, ,Bug,Flying,86,76,86,116,56,95,515,
470,4,Leafeon, ,Grass, ,65,110,130,60,65,95,525,
471,4,Glaceon, ,Ice, ,65,60,110,130,95,65,525,
472,4,Gliscor, ,Ground,Flying,75,95,125,45,75,95,510,
473,4,Mamoswine, ,Ice,Ground,110,130,80,70,60,80,530,
474,4,Porygon-Z, ,Normal, ,85,80,70,135,75,90,535,
475,4,Gallade, ,Psychic,Fighting,68,125,65,65,115,80,518,
475,6,Gallade,Mega Gallade,Psychic,Fighting,68,165,95,65,115,110,618,
476,4,Probopass, ,Rock,Steel,60,55,145,75,150,40,525,
477,4,Dusknoir, ,Ghost, ,45,100,135,65,135,45,525,
478,4,Froslass, ,Ice,Ghost,70,80,70,80,70,110,480,
479,4,Rotom, ,Electric,Ghost,50,50,77,95,77,91,440,
479,4,Rotom,Heat Rotom,Electric,Fire,50,65,107,105,107,86,520,
479,4,Rotom,Wash Rotom,Electric,Water,50,65,107,105,107,86,520,
479,4,Rotom,Frost Rotom,Electric,Ice,50,65,107,105,107,86,520,
479,4,Rotom,Fan Rotom,Electric,Flying,50,65,107,105,107,86,520,
479,4,Rotom,Mow Rotom,Electric,Grass,50,65,107,105,107,86,520,
480,4,Uxie, ,Psychic, ,75,75,130,75,130,95,580,leg
481,4,Mesprit, ,Psychic, ,80,105,105,105,105,80,580,leg
482,4,Azelf, ,Psychic, ,75,125,70,125,70,115,580,leg
483,4,Dialga, ,Steel,Dragon,100,120,120,150,100,90,680,leg
483,8,Dialga,Origin Forme,Steel,Dragon,100,100,120,150,120,90,680,leg
484,4,Palkia, ,Water,Dragon,90,120,100,150,120,100,680,leg
484,8,Palkia,Origin Forme,Water,Dragon,90,100,100,150,120,120,680,leg
485,4,Heatran, ,Fire,Steel,91,90,106,130,106,77,600,leg
486,4,Regigigas, ,Normal, ,110,160,110,80,110,100,670,leg
487,4,Giratina,Altered Forme,Ghost,Dragon,150,100,120,100,120,90,680,leg
487,4,Giratina,Origin Forme,Ghost,Dragon,150,120,100,120,100,90,680,leg
488,4,Cresselia, ,Psychic, ,120,70,110,75,120,85,580,leg
489,4,Phione, ,Water, ,80,80,80,80,80,80,480,myth
490,4,Manaphy, ,Water, ,100,100,100,100,100,100,600,myth
491,4,Darkrai, ,Dark, ,70,90,90,135,90,125,600,myth
492,4,Shaymin,Land Forme,Grass, ,100,100,100,100,100,100,600,myth
492,4,Shaymin,Sky Forme,Grass,Flying,100,103,75,120,75,127,600,myth
493,4,Arceus, ,Normal, ,120,120,120,120,120,120,720,myth
494,5,Victini, ,Psychic,Fire,100,100,100,100,100,100,600,myth
495,5,Snivy, ,Grass, ,45,45,55,45,55,63,308,
496,5,Servine, ,Grass, ,60,60,75,60,75,83,413,
497,5,Serperior, ,Grass, ,75,75,95,75,95,113,528,
498,5,Tepig, ,Fire, ,65,63,45,45,45,45,308,
499,5,Pignite, ,Fire,Fighting,90,93,55,70,55,55,418,
500,5,Emboar, ,Fire,Fighting,110,123,65,100,65,65,528,
501,5,Oshawott, ,Water, ,55,55,45,63,45,45,308,
502,5,Dewott, ,Water, ,75,75,60,83,60,60,413,
503,5,Samurott, ,Water, ,95,100,85,108,70,70,528,
503,8,Samurott,Hisuian Samurott,Water,Dark,90,108,80,100,65,85,528,
504,5,Patrat, ,Normal, ,45,55,39,35,39,42,255,
505,5,Watchog, ,Normal, ,60,85,69,60,69,77,420,
506,5,Lillipup, ,Normal, ,45,60,45,25,45,55,275,
507,5,Herdier, ,Normal, ,65,80,65,35,65,60,370,
508,5,Stoutland, ,Normal, ,85,110,90,45,90,80,500,
509,5,Purrloin, ,Dark, ,41,50,37,50,37,66,281,
510,5,Liepard, ,Dark, ,64,88,50,88,50,106,446,
511,5,Pansage, ,Grass, ,50,53,48,53,48,64,316,
512,5,Simisage, ,Grass, ,75,98,63,98,63,101,498,
513,5,Pansear, ,Fire, ,50,53,48,53,48,64,316,
514,5,Simisear, ,Fire, ,75,98,63,98,63,101,498,
515,5,Panpour, ,Water, ,50,53,48,53,48,64,316,
516,5,Simipour, ,Water, ,75,98,63,98,63,101,498,
517,5,Munna, ,Psychic, ,76,25,45,67,55,24,292,
518,5,Musharna, ,Psychic, ,116,55,85,107,95,29,487,
519,5,Pidove, ,Normal,Flying,50,55,50,36,30,43,264,
520,5,Tranquill, ,Normal,Flying,62,77,62,50,42,65,358,
521,5,Unfezant, ,Normal,Flying,80,115,80,65,55,93,488,
522,5,Blitzle, ,Electric, ,45,60,32,50,32,76,295,
523,5,Zebstrika, ,Electric, ,75,100,63,80,63,116,497,
524,5,Roggenrola, ,Rock, ,55,75,85,25,25,15,280,
525,5,Boldore, ,Rock, ,70,105,105,50,40,20,390,
526,5,Gigalith, ,Rock, ,85,135,130,60,80,25,515,
527,5,Woobat, ,Psychic,Flying,65,45,43,55,43,72,323,
528,5,Swoobat, ,Psychic,Flying,67,57,55,77,55,114,425,
529,5,Drilbur, ,Ground, ,60,85,40,30,45,68,328,
530,5,Excadrill, ,Ground,Steel,110,135,60,50,65,88,508,
531,5,Audino, ,Normal, ,103,60,86,60,86,50,445,
531,6,Audino,Mega Audino,Normal,Fairy,103,60,126,80,126,50,545,
532,5,Timburr, ,Fighting, ,75,80,55,25,35,35,305,
533,5,Gurdurr, ,Fighting, ,85,105,85,40,50,40,405,
534,5,Conkeldurr, ,Fighting, ,105,140,95,55,65,45,505,
535,5,Tympole, ,Water, ,50,50,40,50,40,64,294,
536,5,Palpitoad, ,Water,Ground,75,65,55,65,55,69,384,
537,5,Seismitoad, ,Water,Ground,105,95,75,85,75,74,509,
538,5,Throh, ,Fighting, ,120,100,85,30,85,45,465,
539,5,Sawk, ,Fighting, ,75,125,75,30,75,85,465,
540,5,Sewaddle, ,Bug,Grass,45,53,70,40,60,42,310,
541,5,Swadloon, ,Bug,Grass,55,63,90,50,80,42,380,
542,5,Leavanny, ,Bug,Grass,75,103,80,70,80,92,500,
543,5,Venipede, ,Bug,Poison,30,45,59,30,39,57,260,
544,5,Whirlipede, ,Bug,Poison,40,55,99,40,79,47,360,
545,5,Scolipede, ,Bug,Poison,60,100,89,55,69,112,485,
546,5,Cottonee, ,Grass,Fairy,40,27,60,37,50,66,280,
547,5,Whimsicott, ,Grass,Fairy,60,67,85,77,75,116,480,
548,5,Petilil, ,Grass, ,45,35,50,70,50,30,280,
549,5,Lilligant, ,Grass, ,70,60,75,110,75,90,480,
549,8,Lilligant,Hisuian Lilligant,Grass,Fighting,70,105,75,50,75,105,480,
550,5,Basculin,Red-Striped Form,Water, ,70,92,65,80,55,98,460,
550,5,Basculin,Blue-Striped Form,Water, ,70,92,65,80,55,98,460,
550,8,Basculin,White-Striped Form,Water, ,70,92,65,80,55,98,460,
551,5,Sandile, ,Ground,Dark,50,72,35,35,35,65,292,
552,5,Krokorok, ,Ground,Dark,60,82,45,45,45,74,351,
553,5,Krookodile, ,Ground,Dark,95,117,80,65,70,92,519,
554,5,Darumaka, ,Fire, ,70,90,45,15,45,50,315,
554,8,Darumaka,Galarian Darumaka,Ice, ,70,90,45,15,45,50,315,
555,5,Darmanitan,Standard Mode,Fire, ,105,140,55,30,55,95,480,
555,5,Darmanitan,Zen Mode,Fire,Psychic,105,30,105,140,105,55,540,
555,8,Darmanitan,Galarian Standard Mode,Ice, ,105,140,55,30,55,95,480,
555,8,Darmanitan,Galarian Zen Mode,Ice,Fire,105,160,55,30,55,135,540,
556,5,Maractus, ,Grass, ,75,86,67,106,67,60,461,
557,5,Dwebble, ,Bug,Rock,50,65,85,35,35,55,325,
558,5,Crustle, ,Bug,Rock,70,105,125,65,75,45,485,
559,5,Scraggy, ,Dark,Fighting,50,75,70,35,70,48,348,
560,5,Scrafty, ,Dark,Fighting,65,90,115,45,115,58,488,
561,5,Sigilyph, ,Psychic,Flying,72,58,80,103,80,97,490,
562,5,Yamask, ,Ghost, ,38,30,85,55,65,30,303,
562,8,Yamask,Galarian Yamask,Ground,Ghost,38,55,85,30,65,30,303,
563,5,Cofagrigus, ,Ghost, ,58,50,145,95,105,30,483,
564,5,Tirtouga, ,Water,Rock,54,78,103,53,45,22,355,
565,5,Carracosta, ,Water,Rock,74,108,133,83,65,32,495,
566,5,Archen, ,Rock,Flying,55,112,45,74,45,70,401,
567,5,Archeops, ,Rock,Flying,75,140,65,112,65,110,567,
568,5,Trubbish, ,Poison, ,50,50,62,40,62,65,329,
569,5,Garbodor, ,Poison, ,80,95,82,60,82,75,474,
570,5,Zorua, ,Dark, ,40,65,40,80,40,65,330,
570,8,Zorua,Hisuian Zorua,Normal,Ghost,35,60,40,85,40,70,330,
571,5,Zoroark, ,Dark, ,60,105,60,120,60,105,510,
571,8,Zoroark,Hisuian Zoroark,Normal,Ghost,55,100,60,125,60,110,510,
572,5,Minccino, ,Normal, ,55,50,40,40,40,75,300,
573,5,Cinccino, ,Normal, ,75,95,60,65,60,115,470,
574,5,Gothita, ,Psychic, ,45,30,50,55,65,45,290,
575,5,Gothorita, ,Psychic, ,60,45,70,75,85,55,390,
576,5,Gothitelle, ,Psychic, ,70,55,95,95,110,65,490,
577,5,Solosis, ,Psychic, ,45,30,40,105,50,20,290,
578,5,Duosion, ,Psychic, ,65,40,50,125,60,30,370,
579,5,Reuniclus, ,Psychic, ,110,65,75,125,85,30,490,
580,5,Ducklett, ,Water,Flying,62,44,50,44,50,55,305,
581,5,Swanna, ,Water,Flying,75,87,63,87,63,98,473,
582,5,Vanillite, ,Ice, ,36,50,50,65,60,44,305,
583,5,Vanillish, ,Ice, ,51,65,65,80,75,59,395,
584,5,Vanilluxe, ,Ice, ,71,95,85,110,95,79,535,
585,5,Deerling, ,Normal,Grass,60,60,50,40,50,75,335,
586,5,Sawsbuck, ,Normal,Grass,80,100,70,60,70,95,475,
587,5,Emolga, ,Electric,Flying,55,75,60,75,60,103,428,
588,5,Karrablast, ,Bug, ,50,75,45,40,45,60,315,
589,5,Escavalier, ,Bug,Steel,70,135,105,60,105,20,495,
590,5,Foongus, ,Grass,Poison,69,55,45,55,55,15,294,
591,5,Amoonguss, ,Grass,Poison,114,85,70,85,80,30,464,
592,5,Frillish, ,Water,Ghost,55,40,50,65,85,40,335,
593,5,Jellicent, ,Water,Ghost,100,60,70,85,105,60,480,
594,5,Alomomola, ,Water, ,165,75,80,40,45,65,470,
595,5,Joltik, ,Bug,Electric,50,47,50,57,50,65,319,
596,5,Galvantula, ,Bug,Electric,70,77,60,97,60,108,472,
597,5,Ferroseed, ,Grass,Steel,44,50,91,24,86,10,305,
598,5,Ferrothorn, ,Grass,Steel,74,94,131,54,116,20,489,
599,5,Klink, ,Steel, ,40,55,70,45,60,30,300,
600,5,Klang, ,Steel, ,60,80,95,70,85,50,440,
601,5,Klinklang, ,Steel, ,60,100,115,70,85,90,520,
602,5,Tynamo, ,Electric, ,35,55,40,45,40,60,275,
603,5,Eelektrik, ,Electric, ,65,85,70,75,70,40,405,
604,5,Eelektross, ,Electric, ,85,115,80,105,80,50,515,
605,5,Elgyem, ,Psychic, ,55,55,55,85,55,30,335,
606,5,Beheeyem, ,Psychic, ,75,75,75,125,95,40,485,
607,5,Litwick, ,Ghost,Fire,50,30,55,65,55,20,275,
608,5,Lampent, ,Ghost,Fire,60,40,60,95,60,55,370,
609,5,Chandelure, ,Ghost,Fire,60,55,90,145,90,80,520,
610,5,Axew, ,Dragon, ,46,87,60,30,40,57,320,
611,5,Fraxure, ,Dragon, ,66,117,70,40,50,67,410,
612,5,Haxorus, ,Dragon, ,76,147,90,60,70,97,540,
613,5,Cubchoo, ,Ice, ,55,70,40,60,40,40,305,
614,5,Beartic, ,Ice, ,95,130,80,70,80,50,505,
615,5,Cryogonal, ,Ice, ,80,50,50,95,135,105,515,
616,5,Shelmet, ,Bug, ,50,40,85,40,65,25,305,
617,5,Accelgor, ,Bug, ,80,70,40,100,60,145,495,
618,5,Stunfisk, ,Ground,Electric,109,66,84,81,99,32,471,
618,8,Stunfisk,Galarian Stunfisk,Ground,Steel,109,81,99,66,84,32,471,
619,5,Mienfoo, ,Fighting, ,45,85,50,55,50,65,350,
620,5,Mienshao, ,Fighting, ,65,125,60,95,60,105,510,
621,5,Druddigon, ,Dragon, ,77,120,90,60,90,48,485,
622,5,Golett, ,Ground,Ghost,59,74,50,35,50,35,303,
623,5,Golurk, ,Ground,Ghost,89,124,80,55,80,55,483,
624,5,Pawniard, ,Dark,Steel,45,85,70,40,40,60,340,
625,5,Bisharp, ,Dark,Steel,65,125,100,60,70,70,490,
626,5,Bouffalant, ,Normal, ,95,110,95,40,95,55,490,
627,5,Rufflet, ,Normal,Flying,70,83,50,37,50,60,350,
628,5,Braviary, ,Normal,Flying,100,123,75,57,75,80,510,
628,8,Braviary,Hisuian Braviary,Psychic,Flying,110,83,70,112,70,65,510,
629,5,Vullaby, ,Dark,Flying,70,55,75,45,65,60,370,
630,5,Mandibuzz, ,Dark,Flying,110,65,105,55,95,80,510,
631,5,Heatmor, ,Fire, ,85,97,66,105,66,65,484,
632,5,Durant, ,Bug,Steel,58,109,112,48,48,109,484,
633,5,Deino, ,Dark,Dragon,52,65,50,45,50,38,300,psd_leg
634,5,Zweilous, ,Dark,Dragon,72,85,70,65,70,58,420,psd_leg
635,5,Hydreigon, ,Dark,Dragon,92,105,90,125,90,98,600,psd_leg
636,5,Larvesta, ,Bug,Fire,55,85,55,50,55,60,360,
637,5,Volcarona, ,Bug,Fire,85,60,65,135,105,100,550,
638,5,Cobalion, ,Steel,Fighting,91,90,129,90,72,108,580,leg
639,5,Terrakion, ,Rock,Fighting,91,129,90,72,90,108,580,leg
640,5,Virizion, ,Grass,Fighting,91,90,72,90,129,108,580,leg
641,5,Tornadus,Incarnate Forme,Flying, ,79,115,70,125,80,111,580,leg
641,5,Tornadus,Therian Forme,Flying, ,79,100,80,110,90,121,580,leg
642,5,Thundurus,Incarnate Forme,Electric,Flying,79,115,70,125,80,111,580,leg
642,5,Thundurus,Therian Forme,Electric,Flying,79,105,70,145,80,101,580,leg
643,5,Reshiram, ,Dragon,Fire,100,120,100,150,120,90,680,leg
644,5,Zekrom, ,Dragon,Electric,100,150,120,120,100,90,680,leg
645,5,Landorus,Incarnate Forme,Ground,Flying,89,125,90,115,80,101,600,leg
645,5,Landorus,Therian Forme,Ground,Flying,89,145,90,105,80,91,600,leg
646,5,Kyurem, ,Dragon,Ice,125,130,90,130,90,95,660,leg
646,5,Kyurem,White Kyurem,Dragon,Ice,125,120,90,170,100,95,700,leg
646,5,Kyurem,Black Kyurem,Dragon,Ice,125,170,100,120,90,95,700,leg
647,5,Keldeo,Ordinary Form,Water,Fighting,91,72,90,129,90,108,580,myth
647,5,Keldeo,Resolute Form,Water,Fighting,91,72,90,129,90,108,580,myth
648,5,Meloetta,Aria Forme,Normal,Psychic,100,77,77,128,128,90,600,myth
648,5,Meloetta,Pirouette Forme,Normal,Fighting,100,128,90,77,77,128,600,myth
649,5,Genesect, ,Bug,Steel,71,120,95,120,95,99,600,myth
650,6,Chespin, ,Grass, ,56,61,65,48,45,38,313,
