id,gen,name,form,type_1,type_2,hp,atk,def,sp_atk,sp_def,spd,pml,bst_rpg
362,6,glalie,mega glalie,ice,,60,6,4,6,4,10,,90
363,3,spheal,,ice,water,53,2,3,3,3,3,,67
364,3,sealeo,,ice,water,68,3,4,4,4,5,,88
365,3,walrein,,ice,water,83,4,5,5,5,7,,109
366,3,clamperl,,water,,26,3,4,4,3,3,,43
367,3,huntail,,water,,41,5,5,5,4,5,,65
368,3,gorebyss,,water,,41,4,5,6,4,5,,65
369,3,relicanth,,water,rock,75,5,7,2,3,6,,98
370,3,luvdisc,,water,,32,2,3,2,3,10,,52
371,3,bagon,,dragon,,34,4,3,2,2,5,psd_leg,50
372,3,shelgon,,dragon,,49,5,5,3,3,5,psd_leg,70
373,3,salamence,,dragon,flying,71,7,4,6,4,10,psd_leg,102
373,6,salamence,mega salamence,dragon,flying,71,7,7,6,5,12,psd_leg,108
374,3,beldum,,steel,psychic,30,3,4,2,3,3,psd_leg,45
375,3,metang,,steel,psychic,45,4,5,3,4,5,psd_leg,66
376,3,metagross,,steel,psychic,60,7,7,5,5,7,psd_leg,91
376,6,metagross,mega metagross,steel,psychic,60,7,8,5,6,11,psd_leg,97
377,3,regirock,,rock,,60,5,10,3,5,5,leg,88
378,3,regice,,ice,,60,3,5,5,10,5,leg,88
379,3,registeel,,steel,,60,4,8,4,8,5,leg,89
380,3,latias,,dragon,psychic,60,4,5,6,7,11,leg,93
380,6,latias,mega latias,dragon,psychic,60,5,6,7,8,11,leg,97
381,3,latios,,dragon,psychic,60,5,4,7,6,11,leg,93
381,6,latios,mega latios,dragon,psychic,60,7,5,8,6,11,leg,97
382,3,kyogre,,water,,75,5,5,8,7,9,leg,109
382,6,kyogre,primal kyogre,water,,75,8,5,9,8,9,leg,114
383,3,groudon,,ground,,75,8,7,5,5,9,leg,109
383,6,groudon,primal groudon,ground,fire,75,9,8,8,5,9,leg,114
384,3,rayquaza,,dragon,flying,79,8,5,8,5,10,leg,115
384,6,rayquaza,mega rayquaza,dragon,flying,79,9,5,9,5,12,leg,119
385,3,jirachi,,steel,psychic,75,5,5,5,5,10,myth,105
386,3,deoxys,normal forme,psychic,,38,8,3,8,3,15,leg,75
386,3,deoxys,attack forme,psychic,,38,9,1,9,1,15,leg,73
386,3,deoxys,defense forme,psychic,,38,4,8,4,8,9,leg,71
386,3,deoxys,speed forme,psychic,,38,5,5,5,5,18,leg,76
387,4,turtwig,,grass,,41,3,3,2,3,3,,55
388,4,grotle,,grass,,56,4,4,3,3,4,,74
389,4,torterra,,grass,ground,71,5,5,4,4,6,,95
390,4,chimchar,,fire,,33,3,2,3,2,6,,49
391,4,monferno,,fire,fighting,48,4,3,4,3,8,,70
392,4,infernape,,fire,fighting,57,5,4,5,4,11,,86
393,4,piplup,,water,,40,3,3,3,3,4,,56
394,4,prinplup,,water,,48,3,3,4,4,5,,67
395,4,empoleon,,water,steel,63,4,4,6,5,6,,88
396,4,starly,,normal,flying,30,3,2,2,2,6,,45
397,4,staravia,,normal,flying,41,4,3,2,2,8,,60
398,4,staraptor,,normal,flying,64,6,4,3,3,10,,90
399,4,bidoof,,normal,,44,2,2,2,2,3,,55
400,4,bibarel,,normal,water,59,4,3,3,3,7,,79
401,4,kricketot,,bug,,28,1,2,1,2,3,,37
402,4,kricketune,,bug,,58,4,3,3,3,7,,78
403,4,shinx,,electric,,34,3,2,2,2,5,,48
404,4,luxio,,electric,,45,4,2,3,2,6,,62
405,4,luxray,,electric,,60,6,4,5,4,7,,86
406,4,budew,,grass,poison,30,2,2,3,4,6,,47
407,4,roserade,,grass,poison,45,4,3,6,5,9,,72
408,4,cranidos,,rock,,50,6,2,2,2,6,,68
409,4,rampardos,,rock,,73,8,3,3,3,6,,96
410,4,shieldon,,rock,steel,23,2,6,2,4,3,,40
411,4,bastiodon,,rock,steel,45,3,8,2,7,3,,68
412,4,burmy,plant cloak,bug,,30,1,2,1,2,4,,40
412,4,burmy,sandy cloak,bug,,30,1,2,1,2,4,,40
412,4,burmy,trash cloak,bug,,30,1,2,1,2,4,,40
413,4,wormadam,plant cloak,bug,grass,45,3,4,4,5,4,,65
413,4,wormadam,sandy cloak,bug,ground,45,4,5,3,4,4,,65
413,4,wormadam,trash cloak,bug,steel,45,3,5,3,5,4,,65
414,4,mothim,,bug,flying,53,5,3,5,3,7,,76
415,4,combee,,bug,flying,23,2,2,2,2,7,,38
416,4,vespiquen,,bug,flying,53,4,5,4,5,4,,75
417,4,pachirisu,,electric,,45,2,4,2,5,10,,68
418,4,buizel,,water,,41,3,2,3,2,9,,60
419,4,floatzel,,water,,64,5,3,4,3,12,,91
420,4,cherubi,,grass,,34,2,2,3,3,4,,48
421,4,cherrim,,grass,,53,3,4,4,4,9,,77
422,4,shellos,,water,,57,2,2,3,3,3,,70
423,4,gastrodon,,water,ground,83,4,3,5,4,4,,103
424,4,ambipom,,normal,,56,5,3,3,3,12,,82
425,4,drifloon,,ghost,flying,68,3,2,3,2,7,,85
426,4,drifblim,,ghost,flying,113,4,2,5,3,8,,135
427,4,buneary,,normal,,41,3,2,2,3,9,,60
428,4,lopunny,,normal,,49,4,4,3,5,11,,76
428,6,lopunny,mega lopunny,normal,fighting,49,7,5,3,5,14,,83
429,4,mismagius,,ghost,,45,3,3,5,5,11,,72
430,4,honchkrow,,dark,flying,75,6,3,5,3,7,,99
431,4,glameow,,normal,,37,3,2,2,2,9,,55
432,4,purugly,,normal,,53,4,3,3,3,11,,77
433,4,chingling,,psychic,,34,2,3,3,3,5,,50
434,4,stunky,,poison,dark,47,3,2,2,2,7,,63
435,4,skuntank,,poison,dark,77,5,3,4,3,8,,100
436,4,bronzor,,steel,psychic,43,1,4,1,4,2,,55
437,4,bronzong,,steel,psychic,50,4,6,4,6,3,,73
438,4,bonsly,,rock,,38,4,5,1,2,1,,51
439,4,mime jr.,,psychic,fairy,15,1,2,4,5,6,,33
440,4,happiny,,normal,,75,0,0,1,3,3,,82
441,4,chatot,,normal,flying,57,3,2,5,2,9,,78
442,4,spiritomb,,ghost,dark,38,5,5,5,5,4,,62
443,4,gible,,dragon,ground,44,4,2,2,2,4,psd_leg,58
444,4,gabite,,dragon,ground,51,5,3,3,3,8,psd_leg,73
445,4,garchomp,,dragon,ground,81,7,5,4,4,10,psd_leg,111
445,6,garchomp,mega garchomp,dragon,ground,81,9,6,6,5,9,psd_leg,116
446,4,munchlax,,normal,,101,4,2,2,4,1,,114
447,4,riolu,,fighting,,30,4,2,2,2,6,,46
448,4,lucario,,fighting,steel,53,6,4,6,4,9,,82
448,6,lucario,mega lucario,fighting,steel,53,7,4,7,4,11,,86
449,4,hippopotas,,ground,,51,4,4,2,2,3,,66
450,4,hippowdon,,ground,,81,6,6,3,4,5,,105
451,4,skorupi,,poison,bug,30,3,5,2,3,7,,50
452,4,drapion,,poison,dark,53,5,6,3,4,10,,81
453,4,croagunk,,poison,fighting,36,3,2,3,2,5,,51
454,4,toxicroak,,poison,fighting,62,5,3,4,3,9,,86
455,4,carnivine,,grass,,56,5,4,5,4,5,,79
456,4,finneon,,water,,37,2,3,2,3,7,,54
457,4,lumineon,,water,,52,3,4,3,4,9,,75
458,4,mantyke,,water,flying,34,1,3,3,6,5,,52
459,4,snover,,grass,ice,45,3,3,3,3,4,,61
460,4,abomasnow,,grass,ice,68,5,4,5,4,6,,92
460,6,abomasnow,mega abomasnow,grass,ice,68,7,5,7,5,3,,95
461,4,weavile,,dark,ice,53,6,3,2,4,13,,81
462,4,magnezone,,electric,steel,53,4,6,7,5,6,,81
463,4,lickilicky,,normal,,83,4,5,4,5,5,,106
464,4,rhyperior,,ground,rock,86,7,7,3,3,4,,110
465,4,tangrowth,,grass,,75,5,6,6,3,5,,100
466,4,electivire,,electric,,56,6,3,5,4,10,,84
467,4,magmortar,,fire,,56,5,3,6,5,8,,83
468,4,togekiss,,fairy,flying,64,3,5,6,6,8,,92
469,4,yanmega,,bug,flying,65,4,4,6,3,10,,92
470,4,leafeon,,grass,,49,6,7,3,3,10,,78
471,4,glaceon,,ice,,49,3,6,7,5,7,,77
472,4,gliscor,,ground,flying,56,5,6,2,4,10,,83
473,4,mamoswine,,ice,ground,83,7,4,4,3,8,,109
474,4,porygon-z,,normal,,64,4,4,7,4,9,,92
475,4,gallade,,psychic,fighting,51,6,3,3,6,8,,77
475,6,gallade,mega gallade,psychic,fighting,51,8,5,3,6,11,,84
476,4,probopass,,rock,steel,45,3,7,4,8,4,,71
477,4,dusknoir,,ghost,,34,5,7,3,7,5,,61
478,4,froslass,,ice,ghost,53,4,4,4,4,11,,80
479,4,rotom,,electric,ghost,38,3,4,5,4,9,,63
479,4,rotom,heat rotom,electric,fire,38,3,5,5,5,9,,65
479,4,rotom,wash rotom,electric,water,38,3,5,5,5,9,,65
479,4,rotom,frost rotom,electric,ice,38,3,5,5,5,9,,65
479,4,rotom,fan rotom,electric,flying,38,3,5,5,5,9,,65
479,4,rotom,mow rotom,electric,grass,38,3,5,5,5,9,,65
480,4,uxie,,psychic,,56,4,7,4,7,10,leg,88
481,4,mesprit,,psychic,,60,5,5,5,5,8,leg,88
482,4,azelf,,psychic,,56,6,4,6,4,12,leg,88
483,4,dialga,,steel,dragon,75,6,6,8,5,9,leg,109
483,8,dialga,origin forme,steel,dragon,75,5,6,8,6,9,leg,109
484,4,palkia,,water,dragon,68,6,5,8,6,10,leg,103
484,8,palkia,origin forme,water,dragon,68,5,5,8,6,12,leg,104
485,4,heatran,,fire,steel,68,5,5,7,5,8,leg,98
486,4,regigigas,,normal,,83,8,6,4,6,10,leg,117
487,4,giratina,altered forme,ghost,dragon,113,5,6,5,6,9,leg,144
487,4,giratina,origin forme,ghost,dragon,113,6,5,6,5,9,leg,144
488,4,cresselia,,psychic,,90,4,6,4,6,9,leg,119
489,4,phione,,water,,60,4,4,4,4,8,myth,84
490,4,manaphy,,water,,75,5,5,5,5,10,myth,105
491,4,darkrai,,dark,,53,5,5,7,5,13,myth,88
492,4,shaymin,land forme,grass,,75,5,5,5,5,10,myth,105
492,4,shaymin,sky forme,grass,flying,75,5,4,6,4,13,myth,107
493,4,arceus,,normal,,90,6,6,6,6,12,myth,126
494,5,victini,,psychic,fire,75,5,5,5,5,10,myth,105
495,5,snivy,,grass,,34,2,3,2,3,6,,50
496,5,servine,,grass,,45,3,4,3,4,8,,67
497,5,serperior,,grass,,56,4,5,4,5,11,,85
498,5,tepig,,fire,,49,3,2,2,2,5,,63
499,5,pignite,,fire,fighting,68,5,3,4,3,6,,89
500,5,emboar,,fire,fighting,83,6,3,5,3,7,,107
501,5,oshawott,,water,,41,3,2,3,2,5,,56
502,5,dewott,,water,,56,4,3,4,3,6,,76
503,5,samurott,,water,,71,5,4,5,4,7,,96
503,8,samurott,hisuian samurott,water,dark,68,5,4,5,3,9,,94
504,5,patrat,,normal,,34,3,2,2,2,4,,47
505,5,watchog,,normal,,45,4,3,3,3,8,,66
506,5,lillipup,,normal,,34,3,2,1,2,6,,48
507,5,herdier,,normal,,49,4,3,2,3,6,,67
508,5,stoutland,,normal,,64,6,5,2,5,8,,90
509,5,purrloin,,dark,,31,3,2,3,2,7,,48
510,5,liepard,,dark,,48,4,3,4,3,11,,73
511,5,pansage,,grass,,38,3,2,3,2,6,,54
512,5,simisage,,grass,,56,5,3,5,3,10,,82
513,5,pansear,,fire,,38,3,2,3,2,6,,54
514,5,simisear,,fire,,56,5,3,5,3,10,,82
515,5,panpour,,water,,38,3,2,3,2,6,,54
516,5,simipour,,water,,56,5,3,5,3,10,,82
517,5,munna,,psychic,,57,1,2,3,3,2,,68
518,5,musharna,,psychic,,87,3,4,5,5,3,,107
519,5,pidove,,normal,flying,38,3,3,2,2,4,,52
520,5,tranquill,,normal,flying,47,4,3,3,2,7,,66
521,5,unfezant,,normal,flying,60,6,4,3,3,9,,85
522,5,blitzle,,electric,,34,3,2,3,2,8,,52
523,5,zebstrika,,electric,,56,5,3,4,3,12,,83
524,5,roggenrola,,rock,,41,4,4,1,1,2,,53
525,5,boldore,,rock,,53,5,5,3,2,2,,70
526,5,gigalith,,rock,,64,7,7,3,4,3,,88
527,5,woobat,,psychic,flying,49,2,2,3,2,7,,65
528,5,swoobat,,psychic,flying,50,3,3,4,3,11,,74
529,5,drilbur,,ground,,45,4,2,2,2,7,,62
530,5,excadrill,,ground,steel,83,7,3,3,3,9,,108
531,5,audino,,normal,,77,3,4,3,4,5,,96
531,6,audino,mega audino,normal,fairy,77,3,6,4,6,5,,101
532,5,timburr,,fighting,,56,4,3,1,2,4,,70
533,5,gurdurr,,fighting,,64,5,4,2,3,4,,82
534,5,conkeldurr,,fighting,,79,7,5,3,3,5,,102
535,5,tympole,,water,,38,3,2,3,2,6,,54
536,5,palpitoad,,water,ground,56,3,3,3,3,7,,75
537,5,seismitoad,,water,ground,79,5,4,4,4,7,,103
538,5,throh,,fighting,,90,5,4,2,4,5,,110
539,5,sawk,,fighting,,56,6,4,2,4,9,,81
540,5,sewaddle,,bug,grass,34,3,4,2,3,4,,50
541,5,swadloon,,bug,grass,41,3,5,3,4,4,,60
542,5,leavanny,,bug,grass,56,5,4,4,4,9,,82
543,5,venipede,,bug,poison,23,2,3,2,2,6,,38
544,5,whirlipede,,bug,poison,30,3,5,2,4,5,,49
545,5,scolipede,,bug,poison,45,5,4,3,3,11,,71
546,5,cottonee,,grass,fairy,30,1,3,2,3,7,,46
547,5,whimsicott,,grass,fairy,45,3,4,4,4,12,,72
548,5,petilil,,grass,,34,2,3,4,3,3,,49
549,5,lilligant,,grass,,53,3,4,6,4,9,,79
549,8,lilligant,hisuian lilligant,grass,fighting,53,5,4,3,4,11,,80
550,5,basculin,red-striped form,water,,53,5,3,4,3,10,,78
550,5,basculin,blue-striped form,water,,53,5,3,4,3,10,,78
550,8,basculin,white-striped form,water,,53,5,3,4,3,10,,78
551,5,sandile,,ground,dark,38,4,2,2,2,7,,55
552,5,krokorok,,ground,dark,45,4,2,2,2,7,,62
553,5,krookodile,,ground,dark,71,6,4,3,4,9,,97
554,5,darumaka,,fire,,53,5,2,1,2,5,,68
554,8,darumaka,galarian darumaka,ice,,53,5,2,1,2,5,,68
555,5,darmanitan,standard mode,fire,,79,7,3,2,3,10,,104
555,5,darmanitan,zen mode,fire,psychic,79,2,5,7,5,6,,104
555,8,darmanitan,galarian standard mode,ice,,79,7,3,2,3,10,,104
555,8,darmanitan,galarian zen mode,ice,fire,79,8,3,2,3,14,,109
556,5,maractus,,grass,,56,4,3,5,3,6,,77
557,5,dwebble,,bug,rock,38,3,4,2,2,6,,55
558,5,crustle,,bug,rock,53,5,6,3,4,5,,76
559,5,scraggy,,dark,fighting,38,4,4,2,4,5,,57
560,5,scrafty,,dark,fighting,49,5,6,2,6,6,,74
561,5,sigilyph,,psychic,flying,54,3,4,5,4,10,,80
562,5,yamask,,ghost,,29,2,4,3,3,3,,44
562,8,yamask,galarian yamask,ground,ghost,29,3,4,2,3,3,,44
563,5,cofagrigus,,ghost,,44,3,7,5,5,3,,67
564,5,tirtouga,,water,rock,41,4,5,3,2,2,,57
565,5,carracosta,,water,rock,56,5,7,4,3,3,,78
566,5,archen,,rock,flying,41,6,2,4,2,7,,62
567,5,archeops,,rock,flying,56,7,3,6,3,11,,86
568,5,trubbish,,poison,,38,3,3,2,3,7,,56
569,5,garbodor,,poison,,60,5,4,3,4,8,,84
570,5,zorua,,dark,,30,3,2,4,2,7,,48
570,8,zorua,hisuian zorua,normal,ghost,26,3,2,4,2,7,,44
571,5,zoroark,,dark,,45,5,3,6,3,11,,73
571,8,zoroark,hisuian zoroark,normal,ghost,41,5,3,6,3,11,,69
572,5,minccino,,normal,,41,3,2,2,2,8,,58
573,5,cinccino,,normal,,56,5,3,3,3,12,,82
574,5,gothita,,psychic,,34,2,3,3,3,5,,50
575,5,gothorita,,psychic,,45,2,4,4,4,6,,65
576,5,gothitelle,,psychic,,53,3,5,5,6,7,,79
577,5,solosis,,psychic,,34,2,2,5,3,2,,48
578,5,duosion,,psychic,,49,2,3,6,3,3,,66
579,5,reuniclus,,psychic,,83,3,4,6,4,3,,103
580,5,ducklett,,water,flying,47,2,3,2,3,6,,63
581,5,swanna,,water,flying,56,4,3,4,3,10,,80
582,5,vanillite,,ice,,27,3,3,3,3,4,,43
583,5,vanillish,,ice,,38,3,3,4,4,6,,58
584,5,vanilluxe,,ice,,53,5,4,6,5,8,,81
585,5,deerling,,normal,grass,45,3,3,2,3,8,,64
586,5,sawsbuck,,normal,grass,60,5,4,3,4,10,,86
587,5,emolga,,electric,flying,41,4,3,4,3,10,,65
588,5,karrablast,,bug,,38,4,2,2,2,6,,54
589,5,escavalier,,bug,steel,53,7,5,3,5,2,,75
590,5,foongus,,grass,poison,52,3,2,3,3,2,,65
591,5,amoonguss,,grass,poison,86,4,4,4,4,3,,105
592,5,frillish,,water,ghost,41,2,3,3,4,4,,57
593,5,jellicent,,water,ghost,75,3,4,4,5,6,,97
594,5,alomomola,,water,,124,4,4,2,2,7,,143
595,5,joltik,,bug,electric,38,2,3,3,3,7,,56
596,5,galvantula,,bug,electric,53,4,3,5,3,11,,79
597,5,ferroseed,,grass,steel,33,3,5,1,4,1,,47
598,5,ferrothorn,,grass,steel,56,5,7,3,6,2,,79
599,5,klink,,steel,,30,3,4,2,3,3,,45
600,5,klang,,steel,,45,4,5,4,4,5,,67
601,5,klinklang,,steel,,45,5,6,4,4,9,,73
602,5,tynamo,,electric,,26,3,2,2,2,6,,41
603,5,eelektrik,,electric,,49,4,4,4,4,4,,69
604,5,eelektross,,electric,,64,6,4,5,4,5,,88
605,5,elgyem,,psychic,,41,3,3,4,3,3,,57
606,5,beheeyem,,psychic,,56,4,4,6,5,4,,79
607,5,litwick,,ghost,fire,38,2,3,3,3,2,,51
608,5,lampent,,ghost,fire,45,2,3,5,3,6,,64
609,5,chandelure,,ghost,fire,45,3,5,7,5,8,,73
610,5,axew,,dragon,,35,4,3,2,2,6,,52
611,5,fraxure,,dragon,,50,6,4,2,3,7,,72
612,5,haxorus,,dragon,,57,7,5,3,4,10,,86
613,5,cubchoo,,ice,,41,4,2,3,2,4,,56
614,5,beartic,,ice,,71,7,4,4,4,5,,95
615,5,cryogonal,,ice,,60,3,3,5,7,11,,89
616,5,shelmet,,bug,,38,2,4,2,3,3,,52
617,5,accelgor,,bug,,60,4,2,5,3,15,,89
618,5,stunfisk,,ground,electric,82,3,4,4,5,3,,101
618,8,stunfisk,galarian stunfisk,ground,steel,82,4,5,3,4,3,,101
619,5,mienfoo,,fighting,,34,4,3,3,3,7,,54
620,5,mienshao,,fighting,,49,6,3,5,3,11,,77
621,5,druddigon,,dragon,,58,6,5,3,5,5,,82
622,5,golett,,ground,ghost,44,4,3,2,3,4,,60
623,5,golurk,,ground,ghost,67,6,4,3,4,6,,90
624,5,pawniard,,dark,steel,34,4,4,2,2,6,,52
625,5,bisharp,,dark,steel,49,6,5,3,4,7,,74
626,5,bouffalant,,normal,,71,6,5,2,5,6,,95
627,5,rufflet,,normal,flying,53,4,3,2,3,6,,71
628,5,braviary,,normal,flying,75,6,4,3,4,8,,100
628,8,braviary,hisuian braviary,psychic,flying,83,4,4,6,4,7,,108
629,5,vullaby,,dark,flying,53,3,4,2,3,6,,71
630,5,mandibuzz,,dark,flying,83,3,5,3,5,8,,107
631,5,heatmor,,fire,,64,5,3,5,3,7,,87
632,5,durant,,bug,steel,44,5,6,2,2,11,,70
633,5,deino,,dark,dragon,39,3,3,2,3,4,psd_leg,54
634,5,zweilous,,dark,dragon,54,4,4,3,4,6,psd_leg,75
635,5,hydreigon,,dark,dragon,69,5,5,6,5,10,psd_leg,100
636,5,larvesta,,bug,fire,41,4,3,3,3,6,,60
637,5,volcarona,,bug,fire,64,3,3,7,5,10,,92
638,5,cobalion,,steel,fighting,68,5,6,5,4,11,leg,99
639,5,terrakion,,rock,fighting,68,6,5,4,5,11,leg,99
640,5,virizion,,grass,fighting,68,5,4,5,6,11,leg,99
641,5,tornadus,incarnate forme,flying,,59,6,4,6,4,11,leg,90
641,5,tornadus,therian forme,flying,,59,5,4,6,5,12,leg,91
642,5,thundurus,incarnate forme,electric,flying,59,6,4,6,4,11,leg,90
642,5,thundurus,therian forme,electric,flying,59,5,4,7,4,10,leg,89
643,5,reshiram,,dragon,fire,75,6,5,8,6,9,leg,109
644,5,zekrom,,dragon,electric,75,8,6,6,5,9,leg,109
645,5,landorus,incarnate forme,ground,flying,67,6,5,6,4,10,leg,98
645,5,landorus,therian forme,ground,flying,67,7,5,5,4,9,leg,97
646,5,kyurem,,dragon,ice,94,7,5,7,5,10,leg,128
646,5,kyurem,white kyurem,dragon,ice,94,6,5,9,5,10,leg,129
646,5,kyurem,black kyurem,dragon,ice,94,9,5,6,5,10,leg,129
647,5,keldeo,ordinary form,water,fighting,68,4,5,6,5,11,myth,99
647,5,keldeo,resolute form,water,fighting,68,4,5,6,5,11,myth,99
648,5,meloetta,aria forme,normal,psychic,75,4,4,6,6,9,myth,104
648,5,meloetta,pirouette forme,normal,fighting,75,6,5,4,4,13,myth,107
649,5,genesect,,bug,steel,53,6,5,6,5,10,myth,85
650,6,chespin,,grass,,42,3,3,2,2,4,,56
651,6,quilladin,,grass,,46,4,5,3,3,6,,67
652,6,chesnaught,,grass,fighting,66,5,6,4,4,6,,91
653,6,fennekin,,fire,,30,2,2,3,3,6,,46
654,6,braixen,,fire,,44,3,3,5,4,7,,66
655,6,delphox,,fire,psychic,56,3,4,6,5,10,,84
656,6,froakie,,water,,31,3,2,3,2,7,,48
657,6,frogadier,,water,,41,3,3,4,3,10,,64
658,6,greninja,,water,dark,54,5,3,5,4,12,,83
658,7,greninja,ash-greninja,water,dark,54,7,3,8,4,13,,89
659,6,bunnelby,,normal,,29,2,2,2,2,6,,43
660,6,diggersby,,normal,ground,64,3,4,3,4,8,,86
661,6,fletchling,,normal,flying,34,3,2,2,2,6,,49
662,6,fletchinder,,fire,flying,47,4,3,3,3,8,,68
663,6,talonflame,,fire,flying,59,4,4,4,3,13,,87
664,6,scatterbug,,bug,,29,2,2,1,1,4,,39
665,6,spewpa,,bug,,34,1,3,1,2,3,,44
666,6,vivillon,,bug,flying,60,3,3,5,3,9,,83
667,6,litleo,,fire,normal,47,3,3,4,3,7,,67
668,6,pyroar,,fire,normal,65,3,4,5,3,11,,91
669,6,flabébé,,fairy,,33,2,2,3,4,4,,48
670,6,floette,,fairy,,41,2,2,4,5,5,,59
671,6,florges,,fairy,,59,3,3,6,8,8,,87
672,6,skiddo,,grass,,50,3,2,3,3,5,,66
673,6,gogoat,,grass,,92,5,3,5,4,7,,116
674,6,pancham,,fighting,,50,4,3,2,2,4,,65
675,6,pangoro,,fighting,dark,71,6,4,3,4,6,,94
676,6,furfrou,,normal,,56,4,3,3,5,10,,81
677,6,espurr,,psychic,,47,2,3,3,3,7,,65
678,6,meowstic,male,psychic,,56,2,4,4,4,10,,80
678,6,meowstic,female,psychic,,56,2,4,4,4,10,,80
679,6,honedge,,steel,ghost,34,4,5,2,2,3,,50
680,6,doublade,,steel,ghost,44,6,8,2,2,4,,66
681,6,aegislash,shield forme,steel,ghost,45,3,7,3,7,6,,71
681,6,aegislash,blade forme,steel,ghost,45,7,3,7,3,6,,71
682,6,spritzee,,fairy,,59,3,3,3,3,2,,73
683,6,aromatisse,,fairy,,76,4,4,5,4,3,,96
684,6,swirlix,,fairy,,47,2,3,3,3,5,,63
685,6,slurpuff,,fairy,,62,4,4,4,4,7,,85
686,6,inkay,,dark,psychic,40,3,3,2,2,5,,55
687,6,malamar,,dark,psychic,65,5,4,3,4,7,,88
688,6,binacle,,rock,water,32,3,3,2,3,5,,48
689,6,barbaracle,,rock,water,54,5,6,3,4,7,,79
690,6,skrelp,,poison,water,38,3,3,3,3,3,,53
691,6,dragalge,,poison,dragon,49,4,5,5,6,4,,73
692,6,clauncher,,water,,38,3,3,3,3,4,,54
693,6,clawitzer,,water,,53,4,4,6,4,6,,77
694,6,helioptile,,electric,normal,33,2,2,3,2,7,,49
695,6,heliolisk,,electric,normal,47,3,3,5,5,11,,74
696,6,tyrunt,,rock,dragon,44,4,4,2,2,5,,61
697,6,tyrantrum,,rock,dragon,62,6,6,3,3,7,,87
698,6,amaura,,rock,ice,58,3,3,3,3,5,,75
699,6,aurorus,,rock,ice,92,4,4,5,5,6,,116
700,6,sylveon,,fairy,,71,3,3,6,7,6,,96
701,6,hawlucha,,fighting,flying,59,5,4,4,3,12,,87
702,6,dedenne,,electric,fairy,50,3,3,4,3,10,,73
703,6,carbink,,rock,fairy,38,3,8,3,8,5,,65
704,6,goomy,,dragon,,34,3,2,3,4,4,psd_leg,50
705,6,sliggoo,,dragon,,51,4,3,4,6,6,psd_leg,74
705,8,sliggoo,hisuian sliggoo,steel,dragon,44,4,4,4,6,4,psd_leg,66
706,6,goodra,,dragon,,68,5,4,6,8,8,psd_leg,99
706,8,goodra,hisuian goodra,steel,dragon,60,5,5,6,8,6,psd_leg,90
707,6,klefki,,steel,fairy,43,4,5,4,4,8,,68
708,6,phantump,,ghost,grass,32,4,2,3,3,4,,48
709,6,trevenant,,ghost,grass,64,6,4,3,4,6,,87
710,6,pumpkaboo,average size,ghost,grass,37,3,4,2,3,5,,54
710,6,pumpkaboo,small size,ghost,grass,33,3,4,2,3,6,,51
710,6,pumpkaboo,large size,ghost,grass,41,3,4,2,3,5,,58
710,6,pumpkaboo,super size,ghost,grass,44,3,4,2,3,4,,60
711,6,gourgeist,average size,ghost,grass,49,5,6,3,4,8,,75
711,6,gourgeist,small size,ghost,grass,41,4,6,3,4,10,,68
711,6,gourgeist,large size,ghost,grass,56,5,6,3,4,7,,81
711,6,gourgeist,super size,ghost,grass,64,5,6,3,4,5,,87
712,6,bergmite,,ice,,41,3,4,2,2,3,,55
713,6,avalugg,,ice,,71,6,9,2,2,3,,93
713,8,avalugg,hisuian avalugg,ice,rock,71,6,9,2,2,4,,94
714,6,noibat,,flying,dragon,30,2,2,2,2,6,,44
715,6,noivern,,flying,dragon,64,4,4,5,4,12,,93
716,6,xerneas,,fairy,,95,7,5,7,5,10,leg,129
717,6,yveltal,,dark,flying,95,7,5,7,5,10,leg,129
718,6,zygarde50% forme,,dragon,ground,81,5,6,4,5,10,leg,111
718,7,zygarde10% forme,,dragon,ground,41,5,4,3,4,12,leg,69
718,7,zygarde,complete forme,dragon,ground,162,5,6,5,5,9,leg,192
719,6,diancie,,rock,fairy,38,5,8,5,8,5,myth,69
719,6,diancie,mega diancie,rock,fairy,38,8,6,8,6,11,myth,77
720,6,hoopa,hoopa confined,psychic,ghost,60,6,3,8,7,7,myth,91
720,6,hoopa,hoopa unbound,psychic,dark,60,8,3,9,7,8,myth,95
721,6,volcanion,,fire,water,60,6,6,7,5,7,myth,91
722,7,rowlet,,grass,flying,51,3,3,3,3,4,,67
723,7,dartrix,,grass,flying,59,4,4,4,4,5,,80
724,7,decidueye,,grass,ghost,59,5,4,5,5,7,,85
724,8,decidueye,hisuian decidueye,grass,fighting,66,6,4,5,5,6,,92
725,7,litten,,fire,,34,3,2,3,2,7,,51
726,7,torracat,,fire,,49,4,3,4,3,9,,72
727,7,incineroar,,fire,dark,71,6,5,4,5,6,,97
728,7,popplio,,water,,38,3,3,3,3,4,,54
729,7,brionne,,water,,45,3,3,5,4,5,,65
730,7,primarina,,water,fairy,60,4,4,6,6,6,,86
731,7,pikipek,,normal,flying,26,4,2,2,2,7,,43
732,7,trumbeak,,normal,flying,41,4,3,2,3,8,,61
733,7,toucannon,,normal,flying,60,6,4,4,4,6,,84
734,7,yungoos,,normal,,36,4,2,2,2,5,,51
735,7,gumshoos,,normal,,66,6,3,3,3,5,,86
736,7,grubbin,,bug,,35,3,2,3,2,5,,50
