gen,id,nome,forma,estagio,tipo_1,tipo_2,hp,atk,sp_atk,def,sp_def,vel,pml,bst,best_atk,best_atk_vel,atk_tot,def_tot
2,246,larvitar,-,-,pedra,terra,25,4,3,3,3,5,pseudo,43,4,9,7,6
2,247,pupitar,-,-,pedra,terra,35,5,4,4,4,6,pseudo,58,5,11,9,8
2,248,tyranitar,-,-,pedra,sombrio,50,7,5,6,5,7,pseudo,80,7,14,12,11
6,248,tyranitar,mega tyranitar,-,pedra,sombrio,50,9,5,8,6,8,pseudo,86,9,17,14,14
2,249,lugia,-,-,psiquico,voador,55,5,5,7,8,11,lend,91,5,16,10,15
2,250,ho-oh,-,-,fogo,voador,55,7,6,5,8,9,lend,90,7,16,13,13
2,251,celebi,-,-,psiquico,grama,50,5,5,5,5,10,mit,80,5,15,10,10
3,252,treecko,-,-,grama,-,20,3,4,2,3,7,-,39,4,11,7,5
3,253,grovyle,-,-,grama,-,25,4,5,3,4,10,-,51,5,15,9,7
3,254,sceptile,-,-,grama,-,35,5,6,4,5,12,-,67,6,18,11,9
6,254,sceptile,mega sceptile,-,grama,dragao,35,6,8,4,5,15,-,73,8,23,14,9
3,255,torchic,-,-,fogo,-,25,3,4,2,3,5,-,42,4,9,7,5
3,256,combusken,-,-,fogo,lutador,30,5,5,3,3,6,-,52,5,11,10,6
3,257,blaziken,-,-,fogo,lutador,40,6,6,4,4,8,-,68,6,14,12,8
6,257,blaziken,mega blaziken,-,fogo,lutador,40,8,7,4,4,10,-,73,8,18,15,8
3,258,mudkip,-,-,agua,-,25,4,3,3,3,4,-,42,4,8,7,6
3,259,marshtomp,-,-,agua,terra,35,5,3,4,4,5,-,56,5,10,8,8
3,260,swampert,-,-,agua,terra,50,6,5,5,5,6,-,77,6,12,11,10
6,260,swampert,mega swampert,-,agua,terra,50,8,5,6,6,7,-,82,8,15,13,12
3,261,poochyena,-,-,sombrio,-,20,3,2,2,2,4,-,33,3,7,5,4
3,262,mightyena,-,-,sombrio,-,35,5,3,4,3,7,-,57,5,12,8,7
3,263,zigzagoon,-,-,normal,-,20,2,2,3,3,6,-,36,2,8,4,6
8,263,zigzagoon,galarian zigzagoon,-,sombrio,normal,20,2,2,3,3,6,-,36,2,8,4,6
3,264,linoone,-,-,normal,-,40,4,3,4,4,10,-,65,4,14,7,8
8,264,linoone,galarian linoone,-,sombrio,normal,40,4,3,4,4,10,-,65,4,14,7,8
3,265,wurmple,-,-,inseto,-,25,3,1,2,2,2,-,35,3,5,4,4
3,266,silcoon,-,-,inseto,-,25,2,2,3,2,2,-,36,2,4,4,5
3,267,beautifly,-,-,inseto,voador,30,4,5,3,3,7,-,52,5,12,9,6
3,268,cascoon,-,-,inseto,-,25,2,2,3,2,2,-,36,2,4,4,5
3,269,dustox,-,-,inseto,venenoso,30,3,3,4,5,7,-,52,3,10,6,9
3,270,lotad,-,-,agua,grama,20,2,2,2,3,3,-,32,2,5,4,5
3,271,lombre,-,-,agua,grama,30,3,3,3,4,5,-,48,3,8,6,7
3,272,ludicolo,-,-,agua,grama,40,4,5,4,5,7,-,65,5,12,9,9
3,273,seedot,-,-,grama,-,20,2,2,3,2,3,-,32,2,5,4,5
3,274,nuzleaf,-,-,grama,sombrio,35,4,3,2,2,6,-,52,4,10,7,4
3,275,shiftry,-,-,grama,sombrio,45,5,5,3,3,8,-,69,5,13,10,6
3,276,taillow,-,-,normal,voador,20,3,2,2,2,9,-,38,3,12,5,4
3,277,swellow,-,-,normal,voador,30,5,4,3,3,13,-,58,5,18,9,6
3,278,wingull,-,-,agua,voador,20,2,3,2,2,9,-,38,3,12,5,4
3,279,pelipper,-,-,agua,voador,30,3,5,5,4,7,-,54,5,12,8,9
3,280,ralts,-,-,psiquico,fada,15,2,3,2,2,4,-,28,3,7,5,4
3,281,kirlia,-,-,psiquico,fada,20,2,4,2,3,5,-,36,4,9,6,5
3,282,gardevoir,-,-,psiquico,fada,35,4,7,4,6,8,-,64,7,15,11,10
6,282,gardevoir,mega gardevoir,-,psiquico,fada,35,5,9,4,7,10,-,70,9,19,14,11
3,283,surskit,-,-,inseto,agua,20,2,3,2,3,7,-,37,3,10,5,5
3,284,masquerain,-,-,inseto,voador,35,3,5,4,5,8,-,60,5,13,8,9
3,285,shroomish,-,-,grama,-,30,2,2,3,3,4,-,44,2,6,4,6
3,286,breloom,-,-,grama,lutador,30,7,3,4,3,7,-,54,7,14,10,7
3,287,slakoth,-,-,normal,-,30,3,2,3,2,3,-,43,3,6,5,5
3,288,vigoroth,-,-,normal,-,40,4,3,4,3,9,-,63,4,13,7,7
3,289,slaking,-,-,normal,-,75,8,5,5,4,10,-,107,8,18,13,9
3,290,nincada,-,-,inseto,terra,20,3,2,5,2,4,-,36,3,7,5,7
3,291,ninjask,-,-,inseto,voador,35,5,3,3,3,16,-,65,5,21,8,6
3,292,shedinja,-,-,inseto,fantasma,5,5,2,3,2,4,-,21,5,9,7,5
3,293,whismur,-,-,normal,-,35,3,3,2,2,3,-,48,3,6,6,4
3,294,loudred,-,-,normal,-,45,4,4,3,3,5,-,64,4,9,8,6
3,295,exploud,-,-,normal,-,55,5,5,4,4,7,-,80,5,12,10,8
3,296,makuhita,-,-,lutador,-,40,3,1,2,2,3,-,51,3,6,4,4
3,297,hariyama,-,-,lutador,-,75,6,2,3,3,5,-,94,6,11,8,6
3,298,azurill,-,-,normal,fada,25,1,1,2,2,2,-,33,1,3,2,4
3,299,nosepass,-,-,pedra,-,15,3,3,7,5,3,-,36,3,6,6,12
3,300,skitty,-,-,normal,-,25,3,2,3,2,5,-,40,3,8,5,5
3,301,delcatty,-,-,normal,-,35,4,3,4,3,9,-,58,4,13,7,7
3,302,sableye,-,-,sombrio,fantasma,25,4,4,4,4,5,-,46,4,9,8,8
6,302,sableye,mega sableye,-,sombrio,fantasma,25,5,5,7,6,2,-,50,5,7,10,13
3,303,mawile,-,-,aco,fada,25,5,3,5,3,5,-,46,5,10,8,8
6,303,mawile,mega mawile,-,aco,fada,25,6,3,7,5,5,-,51,6,11,9,12
3,304,aron,-,-,aco,pedra,25,4,2,5,2,3,-,41,4,7,6,7
3,305,lairon,-,-,aco,pedra,30,5,3,7,3,4,-,52,5,9,8,10
3,306,aggron,-,-,aco,pedra,35,6,3,9,3,5,-,61,6,11,9,12
6,306,aggron,mega aggron,-,aco,-,35,7,3,12,4,5,-,66,7,12,10,16
3,307,meditite,-,-,lutador,psiquico,15,2,2,3,3,6,-,31,2,8,4,6
3,308,medicham,-,-,lutador,psiquico,30,3,3,4,4,8,-,52,3,11,6,8
6,308,medicham,mega medicham,-,lutador,psiquico,30,5,4,5,5,10,-,59,5,15,9,10
3,309,electrike,-,-,eletrico,-,20,3,4,2,2,7,-,38,4,11,7,4
3,310,manectric,-,-,eletrico,-,35,4,6,3,3,11,-,62,6,17,10,6
6,310,manectric,mega manectric,-,eletrico,-,35,4,7,4,4,14,-,68,7,21,11,8
3,311,plusle,-,-,eletrico,-,30,3,5,2,4,10,-,54,5,15,8,6
3,312,minun,-,-,eletrico,-,30,2,4,3,5,10,-,54,4,14,6,8
3,313,volbeat,-,-,inseto,-,35,4,3,4,5,9,-,60,4,13,7,9
3,314,illumise,-,-,inseto,-,35,3,4,4,5,9,-,60,4,13,7,9
3,315,roselia,-,-,grama,venenoso,25,3,5,3,4,7,-,47,5,12,8,7
3,316,gulpin,-,-,venenoso,-,35,3,3,3,3,4,-,51,3,7,6,6
3,317,swalot,-,-,venenoso,-,50,4,4,5,5,6,-,74,4,10,8,10
3,318,carvanha,-,-,agua,sombrio,25,5,4,1,1,7,-,43,5,12,9,2
3,319,sharpedo,-,-,agua,sombrio,35,6,5,2,2,10,-,60,6,16,11,4
6,319,sharpedo,mega sharpedo,-,agua,sombrio,35,7,6,4,4,11,-,67,7,18,13,8
3,320,wailmer,-,-,agua,-,65,4,4,2,2,6,-,83,4,10,8,4
3,321,wailord,-,-,agua,-,85,5,5,3,3,6,-,107,5,11,10,6
3,322,numel,-,-,fogo,terra,30,3,4,2,3,4,-,46,4,8,7,5
3,323,camerupt,-,-,fogo,terra,35,5,6,4,4,4,-,58,6,10,11,8
6,323,camerupt,mega camerupt,-,fogo,terra,35,6,8,5,6,2,-,62,8,10,14,11
3,324,torkoal,-,-,fogo,-,35,5,5,7,4,2,-,58,5,7,10,11
3,325,spoink,-,-,psiquico,-,30,2,4,2,4,6,-,48,4,10,6,6
3,326,grumpig,-,-,psiquico,-,40,3,5,4,6,8,-,66,5,13,8,10
3,327,spinda,-,-,normal,-,30,3,3,3,3,6,-,48,3,9,6,6
3,328,trapinch,-,-,terra,-,25,5,3,3,3,1,-,40,5,6,8,6
3,329,vibrava,-,-,terra,dragao,25,4,3,3,3,7,-,45,4,11,7,6
3,330,flygon,-,-,terra,dragao,40,5,4,4,4,10,-,67,5,15,9,8
3,331,cacnea,-,-,grama,-,25,5,5,2,2,4,-,43,5,9,10,4
3,332,cacturne,-,-,grama,sombrio,35,6,6,3,3,6,-,59,6,12,12,6
3,333,swablu,-,-,normal,voador,25,2,2,3,4,5,-,41,2,7,4,7
3,334,altaria,-,-,dragao,voador,40,4,4,5,6,8,-,67,4,12,8,11
6,334,altaria,mega altaria,-,dragao,fada,40,6,6,6,6,8,-,72,6,14,12,12
3,335,zangoose,-,-,normal,-,40,6,3,3,3,9,-,64,6,15,9,6
3,336,seviper,-,-,venenoso,-,40,5,5,3,3,7,-,63,5,12,10,6
3,337,lunatone,-,-,pedra,psiquico,45,3,5,4,5,7,-,69,5,12,8,9
3,338,solrock,-,-,pedra,psiquico,45,5,3,5,4,7,-,69,5,12,8,9
3,339,barboach,-,-,agua,terra,25,3,3,3,3,6,-,43,3,9,6,6
3,340,whiscash,-,-,agua,terra,55,4,4,4,4,6,-,77,4,10,8,8
3,341,corphish,-,-,agua,-,25,4,3,4,2,4,-,42,4,8,7,6
3,342,crawdaunt,-,-,agua,sombrio,35,6,5,5,3,6,-,60,6,12,11,8
3,343,baltoy,-,-,terra,psiquico,20,2,2,3,4,6,-,37,2,8,4,7
3,344,claydol,-,-,terra,psiquico,30,4,4,6,6,8,-,58,4,12,8,12
3,345,lileep,-,-,pedra,grama,35,3,4,4,5,3,-,54,4,7,7,9
3,346,cradily,-,-,pedra,grama,45,5,5,5,6,5,-,71,5,10,10,11
3,347,anorith,-,-,pedra,inseto,25,5,2,3,3,8,-,46,5,13,7,6
3,348,armaldo,-,-,pedra,inseto,40,7,4,5,4,5,-,65,7,12,11,9
3,349,feebas,-,-,agua,-,10,1,1,1,3,8,-,24,1,9,2,4
3,350,milotic,-,-,agua,-,50,3,5,4,7,9,-,78,5,14,8,11
3,351,castform,-,-,normal,-,35,4,4,4,4,7,-,58,4,11,8,8
3,351,castform,sunny form,-,fogo,-,35,4,4,4,4,7,-,58,4,11,8,8
3,351,castform,rainy form,-,agua,-,35,4,4,4,4,7,-,58,4,11,8,8
3,351,castform,snowy form,-,gelo,-,35,4,4,4,4,7,-,58,4,11,8,8
3,352,kecleon,-,-,normal,-,30,5,3,4,6,4,-,52,5,9,8,10
3,353,shuppet,-,-,fantasma,-,25,4,4,2,2,5,-,42,4,9,8,4
3,354,banette,-,-,fantasma,-,35,6,5,4,4,7,-,61,6,13,11,8
6,354,banette,mega banette,-,fantasma,-,35,9,5,4,5,8,-,66,9,17,14,9
3,355,duskull,-,-,fantasma,-,10,2,2,5,5,3,-,27,2,5,4,10
3,356,dusclops,-,-,fantasma,-,20,4,3,7,7,3,-,44,4,7,7,14
3,357,tropius,-,-,grama,voador,50,4,4,5,5,6,-,74,4,10,8,10
3,358,chimecho,-,-,psiquico,-,40,3,5,4,5,7,-,64,5,12,8,9
3,359,absol,-,-,sombrio,-,35,7,4,3,3,8,-,60,7,15,11,6
6,359,absol,mega absol,-,sombrio,-,35,8,6,3,3,12,-,67,8,20,14,6
3,360,wynaut,-,-,psiquico,-,50,2,2,3,3,3,-,63,2,5,4,6
3,361,snorunt,-,-,gelo,-,25,3,3,3,3,5,-,42,3,8,6,6
3,362,glalie,-,-,gelo,-,40,4,4,4,4,8,-,64,4,12,8,8
6,362,glalie,mega glalie,-,gelo,-,40,6,6,4,4,10,-,70,6,16,12,8
3,363,spheal,-,-,gelo,agua,35,2,3,3,3,3,-,49,3,6,5,6
3,364,sealeo,-,-,gelo,agua,45,3,4,4,4,5,-,65,4,9,7,8
3,365,walrein,-,-,gelo,agua,55,4,5,5,5,7,-,81,5,12,9,10
3,366,clamperl,-,-,agua,-,20,4,4,5,3,4,-,40,4,8,8,8
3,367,huntail,-,-,agua,-,30,6,5,6,4,6,-,57,6,12,11,10
3,368,gorebyss,-,-,agua,-,30,5,6,6,4,6,-,57,6,12,11,10
3,369,relicanth,-,-,agua,pedra,50,5,3,7,4,6,-,75,5,11,8,11
3,370,luvdisc,-,-,agua,-,25,2,2,3,4,10,-,46,2,12,4,7
3,371,bagon,-,-,dragao,-,25,4,2,3,2,5,pseudo,41,4,9,6,5
3,372,shelgon,-,-,dragao,-,35,5,3,5,3,5,pseudo,56,5,10,8,8
3,373,salamence,-,-,dragao,voador,50,7,6,4,4,10,pseudo,81,7,17,13,8
6,373,salamence,mega salamence,-,dragao,voador,50,8,6,7,5,12,pseudo,88,8,20,14,12
3,374,beldum,-,-,aco,psiquico,20,3,2,4,3,3,pseudo,35,3,6,5,7
3,375,metang,-,-,aco,psiquico,30,4,3,5,4,5,pseudo,51,4,9,7,9
3,376,metagross,-,-,aco,psiquico,40,7,5,7,5,7,pseudo,71,7,14,12,12
6,376,metagross,mega metagross,-,aco,psiquico,40,8,6,8,6,11,pseudo,79,8,19,14,14
3,377,regipedra,-,-,pedra,-,40,5,3,10,5,5,lend,68,5,10,8,15
3,378,reggelo,-,-,gelo,-,40,3,5,5,10,5,lend,68,5,10,8,15
3,379,regiaço,-,-,aco,-,40,4,4,8,8,5,lend,69,4,9,8,16
3,380,latias,-,-,dragao,psiquico,40,4,6,5,7,11,lend,73,6,17,10,12
6,380,latias,mega latias,-,dragao,psiquico,40,5,7,6,8,11,lend,77,7,18,12,14
3,381,latios,-,-,dragao,psiquico,40,5,7,4,6,11,lend,73,7,18,12,10
6,381,latios,mega latios,-,dragao,psiquico,40,7,8,5,6,11,lend,77,8,19,15,11
3,382,kyogre,-,-,agua,-,50,5,8,5,7,9,lend,84,8,17,13,12
6,382,kyogre,primal kyogre,-,agua,-,50,8,9,5,8,9,lend,89,9,18,17,13
3,383,groudon,-,-,terra,-,50,8,5,7,5,9,lend,84,8,17,13,12
6,383,groudon,primal groudon,-,terra,fogo,50,9,8,8,5,9,lend,89,9,18,17,13
3,384,rayquaza,-,-,dragao,voador,55,8,8,5,5,10,lend,91,8,18,16,10
6,384,rayquaza,mega rayquaza,-,dragao,voador,55,9,9,5,5,12,lend,95,9,21,18,10
3,385,jirachi,-,-,aco,psiquico,50,5,5,5,5,10,mit,80,5,15,10,10
3,386,deoxys,normal forme,-,psiquico,-,25,8,8,3,3,15,lend,62,8,23,16,6
3,386,deoxys,attack forme,-,psiquico,-,25,9,9,1,1,15,lend,60,9,24,18,2
3,386,deoxys,defense forme,-,psiquico,-,25,4,4,8,8,9,lend,58,4,13,8,16
3,386,deoxys,speed forme,-,psiquico,-,25,5,5,5,5,18,lend,63,5,23,10,10
4,387,turtwig,-,-,grama,-,30,4,3,4,3,4,-,48,4,8,7,7
4,388,grotle,-,-,grama,-,40,5,3,5,4,4,-,61,5,9,8,9
4,389,torterra,-,-,grama,terra,50,6,4,6,5,6,-,77,6,12,10,11
4,390,chimchar,-,-,fogo,-,25,3,3,3,3,7,-,44,3,10,6,6
4,391,monferno,-,-,fogo,lutador,35,4,4,3,3,9,-,58,4,13,8,6
4,392,infernape,-,-,fogo,lutador,40,6,6,4,4,11,-,71,6,17,12,8
4,393,piplup,-,-,agua,-,30,3,4,3,3,4,-,47,4,8,7,6
4,394,prinplup,-,-,agua,-,35,4,5,4,4,5,-,57,5,10,9,8
4,395,empoleon,-,-,agua,aco,45,5,6,5,6,6,-,73,6,12,11,11
4,396,starly,-,-,normal,voador,20,3,2,2,2,6,-,35,3,9,5,4
4,397,staravia,-,-,normal,voador,30,4,2,3,2,8,-,49,4,12,6,5
4,398,staraptor,-,-,normal,voador,45,6,3,4,3,10,-,71,6,16,9,7
4,399,bidoof,-,-,normal,-,30,3,2,2,2,4,-,43,3,7,5,4
4,400,bibarel,-,-,normal,agua,40,5,3,3,3,8,-,62,5,13,8,6
4,401,kricketot,-,-,inseto,-,20,2,2,3,3,3,-,33,2,5,4,6
4,402,kricketune,-,-,inseto,-,40,5,3,3,3,7,-,61,5,12,8,6
4,403,shinx,-,-,eletrico,-,25,4,2,2,2,5,-,40,4,9,6,4
4,404,luxio,-,-,eletrico,-,30,5,3,3,3,6,-,50,5,11,8,6
4,405,luxray,-,-,eletrico,-,40,6,5,4,4,7,-,66,6,13,11,8
4,406,budew,-,-,grama,venenoso,20,2,3,2,4,6,-,37,3,9,5,6
4,407,roserade,-,-,grama,venenoso,30,4,7,4,6,9,-,60,7,16,11,10
4,408,cranidos,-,-,pedra,-,35,7,2,2,2,6,-,54,7,13,9,4
4,409,rampardos,-,-,pedra,-,50,9,4,3,3,6,-,75,9,15,13,6
4,410,shieldon,-,-,pedra,aco,15,3,3,6,5,3,-,35,3,6,6,11
4,411,bastiodon,-,-,pedra,aco,30,3,3,9,7,3,-,55,3,6,6,16
4,412,burmy,plant cloak,-,inseto,-,20,2,2,3,3,4,-,34,2,6,4,6
4,412,burmy,sandy cloak,-,inseto,-,20,2,2,3,3,4,-,34,2,6,4,6
4,412,burmy,trash cloak,-,inseto,-,20,2,2,3,3,4,-,34,2,6,4,6
4,413,wormadam,plant cloak,-,inseto,grama,30,3,4,5,6,4,-,52,4,8,7,11
4,413,wormadam,sandy cloak,-,inseto,terra,30,4,3,6,5,4,-,52,4,8,7,11
4,413,wormadam,trash cloak,-,inseto,aco,30,4,4,5,5,4,-,52,4,8,8,10
4,414,mothim,-,-,inseto,voador,35,5,5,3,3,7,-,58,5,12,10,6
4,415,combee,-,-,inseto,voador,15,2,2,3,3,7,-,32,2,9,4,6
4,416,vespiquen,-,-,inseto,voador,35,4,4,6,6,4,-,59,4,8,8,12
4,417,pachirisu,-,-,eletrico,-,30,3,3,4,5,10,-,55,3,13,6,9
4,418,buizel,-,-,agua,-,30,4,3,2,2,9,-,50,4,13,7,4
4,419,floatzel,-,-,agua,-,45,6,5,3,3,12,-,74,6,18,11,6
4,420,cherubi,-,-,grama,-,25,2,4,3,3,4,-,41,4,8,6,6
4,421,cherrim,-,-,grama,-,35,3,5,4,4,9,-,60,5,14,8,8
4,422,shellos,-,-,agua,-,40,3,3,3,4,4,-,57,3,7,6,7
4,423,gastrodon,-,-,agua,terra,60,5,5,4,5,4,-,83,5,9,10,9
4,424,ambipom,-,-,normal,-,40,5,3,4,4,12,-,68,5,17,8,8
4,425,drifloon,-,-,fantasma,voador,45,3,3,2,3,7,-,63,3,10,6,5
4,426,drifblim,-,-,fantasma,voador,75,4,5,3,3,8,-,98,5,13,9,6
4,427,buneary,-,-,normal,-,30,4,3,3,3,9,-,52,4,13,7,6
4,428,lopunny,-,-,normal,-,35,4,3,5,5,11,-,63,4,15,7,10
6,428,lopunny,mega lopunny,-,normal,lutador,35,7,3,5,5,14,-,69,7,21,10,10
4,429,mismagius,-,-,fantasma,-,30,3,6,3,6,11,-,59,6,17,9,9
4,430,honchkrow,-,-,sombrio,voador,50,7,6,3,3,8,-,77,7,15,13,6
4,431,glameow,-,-,normal,-,25,3,3,3,2,9,-,45,3,12,6,5
4,432,purugly,-,-,normal,-,40,5,4,4,3,12,-,68,5,17,9,7
4,433,chingling,-,-,psiquico,-,25,2,4,3,3,5,-,42,4,9,6,6
4,434,stunky,-,-,venenoso,sombrio,35,4,3,3,3,8,-,56,4,12,7,6
4,435,skuntank,-,-,venenoso,sombrio,55,5,4,4,4,9,-,81,5,14,9,8
4,436,bronzor,-,-,aco,psiquico,30,2,2,5,5,3,-,47,2,5,4,10
4,437,bronzong,-,-,aco,psiquico,35,5,4,6,6,4,-,60,5,9,9,12
4,438,bonsly,-,-,pedra,-,25,4,1,5,3,1,-,39,4,5,5,8
4,439,mime jr.,-,-,psiquico,fada,10,2,4,3,5,6,-,30,4,10,6,8
4,440,happiny,-,-,normal,-,50,1,1,1,4,3,-,60,1,4,2,5
4,441,chatot,-,-,normal,voador,40,4,5,3,3,10,-,65,5,15,9,6
4,442,spiritomb,-,-,fantasma,sombrio,25,5,5,6,6,4,-,51,5,9,10,12
4,443,gible,-,-,dragao,terra,30,4,2,3,3,5,pseudo,47,4,9,6,6
4,444,gabite,-,-,dragao,terra,35,5,3,4,3,9,pseudo,59,5,14,8,7
4,445,garchomp,-,-,dragao,terra,55,7,4,5,5,11,pseudo,87,7,18,11,10
6,445,garchomp,mega garchomp,-,dragao,terra,55,9,6,6,5,10,pseudo,91,9,19,15,11
4,446,munchlax,-,-,normal,-,70,5,2,2,5,1,-,85,5,6,7,7
4,447,riolu,-,-,lutador,-,20,4,2,2,2,6,-,36,4,10,6,4
4,448,lucario,-,-,lutador,aco,35,6,6,4,4,9,-,64,6,15,12,8
6,448,lucario,mega lucario,-,lutador,aco,35,8,7,5,4,12,-,71,8,20,15,9
4,449,hippopotas,-,-,terra,-,35,4,2,4,3,4,-,52,4,8,6,7
4,450,hippowdon,-,-,terra,-,55,6,4,6,4,5,-,80,6,11,10,10
4,451,skorupi,-,-,venenoso,inseto,20,3,2,5,3,7,-,40,3,10,5,8
4,452,drapion,-,-,venenoso,sombrio,35,5,3,6,4,10,-,63,5,15,8,10
4,453,croagunk,-,-,venenoso,lutador,25,4,4,2,2,5,-,42,4,9,8,4
4,454,toxicroak,-,-,venenoso,lutador,45,6,5,4,4,9,-,73,6,15,11,8
4,455,carnivine,-,-,grama,-,40,5,5,4,4,5,-,63,5,10,10,8
4,456,finneon,-,-,agua,-,25,3,3,3,4,7,-,45,3,10,6,7
4,457,lumineon,-,-,agua,-,35,4,4,4,5,10,-,62,4,14,8,9
4,458,mantyke,-,-,agua,voador,25,1,3,3,6,5,-,43,3,8,4,9
4,459,snover,-,-,grama,gelo,30,4,4,3,3,4,-,48,4,8,8,6
4,460,abomasnow,-,-,grama,gelo,45,5,5,4,5,6,-,70,5,11,10,9
6,460,abomasnow,mega abomasnow,-,grama,gelo,45,7,7,6,6,3,-,74,7,10,14,12
4,461,weavile,-,-,sombrio,gelo,35,6,3,4,5,13,-,66,6,19,9,9
4,462,magnezone,-,-,eletrico,aco,35,4,7,6,5,6,-,63,7,13,11,11
4,463,lickilicky,-,-,normal,-,55,5,4,5,5,5,-,79,5,10,9,10
4,464,rhyperior,-,-,terra,pedra,60,7,3,7,3,4,-,84,7,11,10,10
4,465,tangrowth,-,-,grama,-,50,5,6,7,3,5,-,76,6,11,11,10
4,466,electivire,-,-,eletrico,-,40,7,5,4,5,10,-,71,7,17,12,9
4,467,magmortar,-,-,fogo,-,40,5,7,4,5,9,-,70,7,16,12,9
4,468,togekiss,-,-,fada,voador,45,3,6,5,6,8,-,73,6,14,9,11
4,469,yanmega,-,-,inseto,voador,45,4,6,5,3,10,-,73,6,16,10,8
4,470,leafeon,-,-,grama,-,35,6,3,7,4,10,-,65,6,16,9,11
4,471,glaceon,-,-,gelo,-,35,3,7,6,5,7,-,63,7,14,10,11
4,472,gliscor,-,-,terra,voador,40,5,3,7,4,10,-,69,5,15,8,11
4,473,mamoswine,-,-,gelo,terra,55,7,4,4,3,8,-,81,7,15,11,7
4,474,porygon-z,-,-,normal,-,45,4,7,4,4,9,-,73,7,16,11,8
4,475,gallade,-,-,psiquico,lutador,35,7,4,4,6,8,-,64,7,15,11,10
6,475,gallade,mega gallade,-,psiquico,lutador,35,9,4,5,6,11,-,70,9,20,13,11
4,476,probopass,-,-,pedra,aco,30,3,4,8,8,4,-,57,4,8,7,16
4,477,dusknoir,-,-,fantasma,-,25,5,4,7,7,5,-,53,5,10,9,14
4,478,froslass,-,-,gelo,fantasma,35,4,4,4,4,11,-,62,4,15,8,8
4,479,rotom,-,-,eletrico,fantasma,25,3,5,4,4,10,-,51,5,15,8,8
4,479,rotom,heat rotom,-,eletrico,fogo,25,4,6,6,6,9,-,56,6,15,10,12
4,479,rotom,wash rotom,-,eletrico,agua,25,4,6,6,6,9,-,56,6,15,10,12
4,479,rotom,frost rotom,-,eletrico,gelo,25,4,6,6,6,9,-,56,6,15,10,12
4,479,rotom,fan rotom,-,eletrico,voador,25,4,6,6,6,9,-,56,6,15,10,12
4,479,rotom,mow rotom,-,eletrico,grama,25,4,6,6,6,9,-,56,6,15,10,12
4,480,uxie,-,-,psiquico,-,40,4,4,7,7,10,lend,72,4,14,8,14
4,481,mesprit,-,-,psiquico,-,40,6,6,6,6,8,lend,72,6,14,12,12
4,482,azelf,-,-,psiquico,-,40,7,7,4,4,12,lend,74,7,19,14,8
4,483,dialga,-,-,aco,dragao,50,6,8,6,5,9,lend,84,8,17,14,11
8,483,dialga,origin form,-,aco,dragao,50,5,8,6,6,9,lend,84,8,17,13,12
4,484,palkia,-,-,agua,dragao,45,6,8,5,6,10,lend,80,8,18,14,11
8,484,palkia,origin form,-,agua,dragao,45,5,8,5,6,12,lend,81,8,20,13,11
4,485,heatran,-,-,fogo,aco,50,5,7,6,6,8,lend,82,7,15,12,12
4,486,regigigas,-,-,normal,-,55,8,4,6,6,10,lend,89,8,18,12,12
4,487,giratina,altered forme,-,fantasma,dragao,75,5,5,6,6,9,lend,106,5,14,10,12
4,487,giratina,origin form,-,fantasma,dragao,75,6,6,5,5,9,lend,106,6,15,12,10
4,488,cresselia,-,-,psiquico,-,60,4,4,6,6,9,lend,89,4,13,8,12
4,489,phione,-,-,agua,-,40,4,4,4,4,8,mit,64,4,12,8,8
4,490,manaphy,-,-,agua,-,50,5,5,5,5,10,mit,80,5,15,10,10
4,491,darkrai,-,-,sombrio,-,35,5,7,5,5,13,mit,70,7,20,12,10
4,492,shaymin,land form,-,grama,-,50,5,5,5,5,10,mit,80,5,15,10,10
4,492,shaymin,sky form,-,grama,voador,50,6,6,4,4,13,mit,83,6,19,12,8
4,493,arceus,-,-,normal,-,60,6,6,6,6,12,mit,96,6,18,12,12
5,494,victini,-,-,psiquico,fogo,50,5,5,5,5,10,mit,80,5,15,10,10
5,495,snivy,-,-,grama,-,25,3,3,3,3,7,-,44,3,10,6,6
5,496,servine,-,-,grama,-,30,3,3,4,4,9,-,53,3,12,6,8
5,497,serperior,-,-,grama,-,40,4,4,5,5,12,-,70,4,16,8,10
5,498,tepig,-,-,fogo,-,35,4,3,3,3,5,-,53,4,9,7,6
5,499,pignite,-,-,fogo,lutador,45,5,4,3,3,6,-,66,5,11,9,6
5,500,emboar,-,-,fogo,lutador,55,7,5,4,4,7,-,82,7,14,12,8
5,501,oshawott,-,-,agua,-,30,3,4,3,3,5,-,48,4,9,7,6
5,502,dewott,-,-,agua,-,40,4,5,3,3,6,-,61,5,11,9,6
5,503,samurott,-,-,agua,-,50,5,6,5,4,7,-,77,6,13,11,9
8,503,samurott,hisuian samurott,-,agua,sombrio,45,6,5,4,4,9,-,73,6,15,11,8
5,504,patrat,-,-,normal,-,25,3,2,2,2,5,-,39,3,8,5,4
5,505,watchog,-,-,normal,-,30,5,3,4,4,8,-,54,5,13,8,8
5,506,lillipup,-,-,normal,-,25,3,2,3,3,6,-,42,3,9,5,6
5,507,herdier,-,-,normal,-,35,4,2,4,4,6,-,55,4,10,6,8
5,508,stoutland,-,-,normal,-,45,6,3,5,5,8,-,72,6,14,9,10
5,509,purrloin,-,-,sombrio,-,25,3,3,2,2,7,-,42,3,10,6,4
5,510,liepard,-,-,sombrio,-,35,5,5,3,3,11,-,62,5,16,10,6
