Geração,ID,Nome,Forma,Estágio,Tipo 1,Tipo 2,HP,Ataque,Ataque Especial,Defesa,Defesa Especial,Velocidade,Pseudo/Mítico/ Lendário
3,326,Grumpig,,,Psíquico,,40,3,5,4,6,8,
3,327,Spinda,,,Normal,,30,3,3,3,3,6,
3,328,Trapinch,,,Terra,,25,5,3,3,3,1,
3,329,Vibrava,,,Terra,Dragão,25,4,3,3,3,7,
3,330,Flygon,,,Terra,Dragão,40,5,4,4,4,10,
3,331,Cacnea,,,Grama,,25,5,5,2,2,4,
3,332,Cacturne,,,Grama,Sombrio,35,6,6,3,3,6,
3,333,Swablu,,,Normal,Voador,25,2,2,3,4,5,
3,334,Altaria,,,Dragão,Voador,40,4,4,5,6,8,
6,334,Altaria,Mega Altaria,,Dragão,Fada,40,6,6,6,6,8,
3,335,Zangoose,,,Normal,,40,6,3,3,3,9,
3,336,Seviper,,,Venenoso,,40,5,5,3,3,7,
3,337,Lunatone,,,Pedra,Psíquico,45,3,5,4,5,7,
3,338,Solrock,,,Pedra,Psíquico,45,5,3,5,4,7,
3,339,Barboach,,,Água,Terra,25,3,3,3,3,6,
3,340,Whiscash,,,Água,Terra,55,4,4,4,4,6,
3,341,Corphish,,,Água,,25,4,3,4,2,4,
3,342,Crawdaunt,,,Água,Sombrio,35,6,5,5,3,6,
3,343,Baltoy,,,Terra,Psíquico,20,2,2,3,4,6,
3,344,Claydol,,,Terra,Psíquico,30,4,4,6,6,8,
3,345,Lileep,,,Pedra,Grama,35,3,4,4,5,3,
3,346,Cradily,,,Pedra,Grama,45,5,5,5,6,5,
3,347,Anorith,,,Pedra,Inseto,25,5,2,3,3,8,
3,348,Armaldo,,,Pedra,Inseto,40,7,4,5,4,5,
3,349,Feebas,,,Água,,10,1,1,1,3,8,
3,350,Milotic,,,Água,,50,3,5,4,7,9,
3,351,Castform,,,Normal,,35,4,4,4,4,7,
3,351,Castform,Sunny Form,,Fogo,,35,4,4,4,4,7,
3,351,Castform,Rainy Form,,Água,,35,4,4,4,4,7,
3,351,Castform,Snowy Form,,Gelo,,35,4,4,4,4,7,
3,352,Kecleon,,,Normal,,30,5,3,4,6,4,
3,353,Shuppet,,,Fantasma,,25,4,4,2,2,5,
3,354,Banette,,,Fantasma,,35,6,5,4,4,7,
6,354,Banette,Mega Banette,,Fantasma,,35,9,5,4,5,8,
3,355,Duskull,,,Fantasma,,10,2,2,5,5,3,
3,356,Dusclops,,,Fantasma,,20,4,3,7,7,3,
3,357,Tropius,,,Grama,Voador,50,4,4,5,5,6,
3,358,Chimecho,,,Psíquico,,40,3,5,4,5,7,
3,359,Absol,,,Sombrio,,35,7,4,3,3,8,
6,359,Absol,Mega Absol,,Sombrio,,35,8,6,3,3,12,
3,360,Wynaut,,,Psíquico,,50,2,2,3,3,3,
3,361,Snorunt,,,Gelo,,25,3,3,3,3,5,
3,362,Glalie,,,Gelo,,40,4,4,4,4,8,
6,362,Glalie,Mega Glalie,,Gelo,,40,6,6,4,4,10,
3,363,Spheal,,,Gelo,Água,35,2,3,3,3,3,
3,364,Sealeo,,,Gelo,Água,45,3,4,4,4,5,
3,365,Walrein,,,Gelo,Água,55,4,5,5,5,7,
3,366,Clamperl,,,Água,,20,4,4,5,3,4,
3,367,Huntail,,,Água,,30,6,5,6,4,6,
3,368,Gorebyss,,,Água,,30,5,6,6,4,6,
3,369,Relicanth,,,Água,Pedra,50,5,3,7,4,6,
3,370,Luvdisc,,,Água,,25,2,2,3,4,10,
3,371,Bagon,,,Dragão,,25,4,2,3,2,5,Pseudoendário
3,372,Shelgon,,,Dragão,,35,5,3,5,3,5,Pseudoendário
3,373,Salamence,,,Dragão,Voador,50,7,6,4,4,10,Pseudoendário
6,373,Salamence,Mega Salamence,,Dragão,Voador,50,8,6,7,5,12,Pseudoendário
3,374,Beldum,,,Aço,Psíquico,20,3,2,4,3,3,Pseudoendário
3,375,Metang,,,Aço,Psíquico,30,4,3,5,4,5,Pseudoendário
3,376,Metagross,,,Aço,Psíquico,40,7,5,7,5,7,Pseudoendário
6,376,Metagross,Mega Metagross,,Aço,Psíquico,40,8,6,8,6,11,Pseudoendário
3,377,RegiPedra,,,Pedra,,40,5,3,10,5,5,Lendário
3,378,RegGelo,,,Gelo,,40,3,5,5,10,5,Lendário
3,379,RegiAço,,,Aço,,40,4,4,8,8,5,Lendário
3,380,Latias,,,Dragão,Psíquico,40,4,6,5,7,11,Lendário
6,380,Latias,Mega Latias,,Dragão,Psíquico,40,5,7,6,8,11,Lendário
3,381,Latios,,,Dragão,Psíquico,40,5,7,4,6,11,Lendário
6,381,Latios,Mega Latios,,Dragão,Psíquico,40,7,8,5,6,11,Lendário
3,382,Kyogre,,,Água,,50,5,8,5,7,9,Lendário
6,382,Kyogre,Primal Kyogre,,Água,,50,8,9,5,8,9,Lendário
3,383,Groudon,,,Terra,,50,8,5,7,5,9,Lendário
6,383,Groudon,Primal Groudon,,Terra,Fogo,50,9,8,8,5,9,Lendário
3,384,Rayquaza,,,Dragão,Voador,55,8,8,5,5,10,Lendário
6,384,Rayquaza,Mega Rayquaza,,Dragão,Voador,55,9,9,5,5,12,Lendário
3,385,Jirachi,,,Aço,Psíquico,50,5,5,5,5,10,Mítico
3,386,Deoxys,Normal Forme,,Psíquico,,25,8,8,3,3,15,Lendário
3,386,Deoxys,Attack Forme,,Psíquico,,25,9,9,1,1,15,Lendário
3,386,Deoxys,Defense Forme,,Psíquico,,25,4,4,8,8,9,Lendário
3,386,Deoxys,Speed Forme,,Psíquico,,25,5,5,5,5,18,Lendário
4,387,Turtwig,,,Grama,,30,4,3,4,3,4,
4,388,Grotle,,,Grama,,40,5,3,5,4,4,
4,389,Torterra,,,Grama,Terra,50,6,4,6,5,6,
4,390,Chimchar,,,Fogo,,25,3,3,3,3,7,
4,391,Monferno,,,Fogo,Lutador,35,4,4,3,3,9,
4,392,Infernape,,,Fogo,Lutador,40,6,6,4,4,11,
4,393,Piplup,,,Água,,30,3,4,3,3,4,
4,394,Prinplup,,,Água,,35,4,5,4,4,5,
4,395,Empoleon,,,Água,Aço,45,5,6,5,6,6,
4,396,Starly,,,Normal,Voador,20,3,2,2,2,6,
4,397,Staravia,,,Normal,Voador,30,4,2,3,2,8,
4,398,Staraptor,,,Normal,Voador,45,6,3,4,3,10,
4,399,Bidoof,,,Normal,,30,3,2,2,2,4,
4,400,Bibarel,,,Normal,Água,40,5,3,3,3,8,
4,401,Kricketot,,,Inseto,,20,2,2,3,3,3,
4,402,Kricketune,,,Inseto,,40,5,3,3,3,7,
4,403,Shinx,,,Elétrico,,25,4,2,2,2,5,
4,404,Luxio,,,Elétrico,,30,5,3,3,3,6,
4,405,Luxray,,,Elétrico,,40,6,5,4,4,7,
4,406,Budew,,,Grama,Venenoso,20,2,3,2,4,6,
4,407,Roserade,,,Grama,Venenoso,30,4,7,4,6,9,
4,408,Cranidos,,,Pedra,,35,7,2,2,2,6,
4,409,Rampardos,,,Pedra,,50,9,4,3,3,6,
4,410,Shieldon,,,Pedra,Aço,15,3,3,6,5,3,
4,411,Bastiodon,,,Pedra,Aço,30,3,3,9,7,3,
4,412,Burmy,Plant Cloak,,Inseto,,20,2,2,3,3,4,
4,412,Burmy,Sandy Cloak,,Inseto,,20,2,2,3,3,4,
4,412,Burmy,Trash Cloak,,Inseto,,20,2,2,3,3,4,
4,413,Wormadam,Plant Cloak,,Inseto,Grama,30,3,4,5,6,4,
4,413,Wormadam,Sandy Cloak,,Inseto,Terra,30,4,3,6,5,4,
4,413,Wormadam,Trash Cloak,,Inseto,Aço,30,4,4,5,5,4,
4,414,Mothim,,,Inseto,Voador,35,5,5,3,3,7,
4,415,Combee,,,Inseto,Voador,15,2,2,3,3,7,
4,416,Vespiquen,,,Inseto,Voador,35,4,4,6,6,4,
4,417,Pachirisu,,,Elétrico,,30,3,3,4,5,10,
4,418,Buizel,,,Água,,30,4,3,2,2,9,
4,419,Floatzel,,,Água,,45,6,5,3,3,12,
4,420,Cherubi,,,Grama,,25,2,4,3,3,4,
4,421,Cherrim,,,Grama,,35,3,5,4,4,9,
4,422,Shellos,,,Água,,40,3,3,3,4,4,
4,423,Gastrodon,,,Água,Terra,60,5,5,4,5,4,
4,424,Ambipom,,,Normal,,40,5,3,4,4,12,
4,425,Drifloon,,,Fantasma,Voador,45,3,3,2,3,7,
4,426,Drifblim,,,Fantasma,Voador,75,4,5,3,3,8,
4,427,Buneary,,,Normal,,30,4,3,3,3,9,
4,428,Lopunny,,,Normal,,35,4,3,5,5,11,
6,428,Lopunny,Mega Lopunny,,Normal,Lutador,35,7,3,5,5,14,
4,429,Mismagius,,,Fantasma,,30,3,6,3,6,11,
4,430,Honchkrow,,,Sombrio,Voador,50,7,6,3,3,8,
4,431,Glameow,,,Normal,,25,3,3,3,2,9,
4,432,Purugly,,,Normal,,40,5,4,4,3,12,
4,433,Chingling,,,Psíquico,,25,2,4,3,3,5,
4,434,Stunky,,,Venenoso,Sombrio,35,4,3,3,3,8,
4,435,Skuntank,,,Venenoso,Sombrio,55,5,4,4,4,9,
4,436,Bronzor,,,Aço,Psíquico,30,2,2,5,5,3,
4,437,Bronzong,,,Aço,Psíquico,35,5,4,6,6,4,
4,438,Bonsly,,,Pedra,,25,4,1,5,3,1,
4,439,Mime Jr.,,,Psíquico,Fada,10,2,4,3,5,6,
4,440,Happiny,,,Normal,,50,1,1,1,4,3,
4,441,Chatot,,,Normal,Voador,40,4,5,3,3,10,
4,442,Spiritomb,,,Fantasma,Sombrio,25,5,5,6,6,4,
4,443,Gible,,,Dragão,Terra,30,4,2,3,3,5,Pseudoendário
4,444,Gabite,,,Dragão,Terra,35,5,3,4,3,9,Pseudoendário
4,445,Garchomp,,,Dragão,Terra,55,7,4,5,5,11,Pseudoendário
6,445,Garchomp,Mega Garchomp,,Dragão,Terra,55,9,6,6,5,10,Pseudoendário
4,446,Munchlax,,,Normal,,70,5,2,2,5,1,
4,447,Riolu,,,Lutador,,20,4,2,2,2,6,
4,448,Lucario,,,Lutador,Aço,35,6,6,4,4,9,
6,448,Lucario,Mega Lucario,,Lutador,Aço,35,8,7,5,4,12,
4,449,Hippopotas,,,Terra,,35,4,2,4,3,4,
4,450,Hippowdon,,,Terra,,55,6,4,6,4,5,
4,451,Skorupi,,,Venenoso,Inseto,20,3,2,5,3,7,
4,452,Drapion,,,Venenoso,Sombrio,35,5,3,6,4,10,
4,453,Croagunk,,,Venenoso,Lutador,25,4,4,2,2,5,
4,454,Toxicroak,,,Venenoso,Lutador,45,6,5,4,4,9,
4,455,Carnivine,,,Grama,,40,5,5,4,4,5,
4,456,Finneon,,,Água,,25,3,3,3,4,7,
4,457,Lumineon,,,Água,,35,4,4,4,5,10,
4,458,Mantyke,,,Água,Voador,25,1,3,3,6,5,
4,459,Snover,,,Grama,Gelo,30,4,4,3,3,4,
4,460,Abomasnow,,,Grama,Gelo,45,5,5,4,5,6,
6,460,Abomasnow,Mega Abomasnow,,Grama,Gelo,45,7,7,6,6,3,
4,461,Weavile,,,Sombrio,Gelo,35,6,3,4,5,13,
4,462,Magnezone,,,Elétrico,Aço,35,4,7,6,5,6,
4,463,Lickilicky,,,Normal,,55,5,4,5,5,5,
4,464,Rhyperior,,,Terra,Pedra,60,7,3,7,3,4,
4,465,Tangrowth,,,Grama,,50,5,6,7,3,5,
4,466,Electivire,,,Elétrico,,40,7,5,4,5,10,
4,467,Magmortar,,,Fogo,,40,5,7,4,5,9,
4,468,Togekiss,,,Fada,Voador,45,3,6,5,6,8,
4,469,Yanmega,,,Inseto,Voador,45,4,6,5,3,10,
4,470,Leafeon,,,Grama,,35,6,3,7,4,10,
4,471,Glaceon,,,Gelo,,35,3,7,6,5,7,
4,472,Gliscor,,,Terra,Voador,40,5,3,7,4,10,
4,473,Mamoswine,,,Gelo,Terra,55,7,4,4,3,8,
4,474,Porygon-Z,,,Normal,,45,4,7,4,4,9,
4,475,Gallade,,,Psíquico,Lutador,35,7,4,4,6,8,
6,475,Gallade,Mega Gallade,,Psíquico,Lutador,35,9,4,5,6,11,
4,476,Probopass,,,Pedra,Aço,30,3,4,8,8,4,
4,477,Dusknoir,,,Fantasma,,25,5,4,7,7,5,
4,478,Froslass,,,Gelo,Fantasma,35,4,4,4,4,11,
4,479,Rotom,,,Elétrico,Fantasma,25,3,5,4,4,10,
4,479,Rotom,Heat Rotom,,Elétrico,Fogo,25,4,6,6,6,9,
4,479,Rotom,Wash Rotom,,Elétrico,Água,25,4,6,6,6,9,
4,479,Rotom,Frost Rotom,,Elétrico,Gelo,25,4,6,6,6,9,
4,479,Rotom,Fan Rotom,,Elétrico,Voador,25,4,6,6,6,9,
4,479,Rotom,Mow Rotom,,Elétrico,Grama,25,4,6,6,6,9,
4,480,Uxie,,,Psíquico,,40,4,4,7,7,10,Lendário
4,481,Mesprit,,,Psíquico,,40,6,6,6,6,8,Lendário
4,482,Azelf,,,Psíquico,,40,7,7,4,4,12,Lendário
4,483,Dialga,,,Aço,Dragão,50,6,8,6,5,9,Lendário
8,483,Dialga,Origin Form,,Aço,Dragão,50,5,8,6,6,9,Lendário
4,484,Palkia,,,Água,Dragão,45,6,8,5,6,10,Lendário
8,484,Palkia,Origin Form,,Água,Dragão,45,5,8,5,6,12,Lendário
4,485,Heatran,,,Fogo,Aço,50,5,7,6,6,8,Lendário
4,486,Regigigas,,,Normal,,55,8,4,6,6,10,Lendário
4,487,Giratina,Altered Forme,,Fantasma,Dragão,75,5,5,6,6,9,Lendário
4,487,Giratina,Origin Form,,Fantasma,Dragão,75,6,6,5,5,9,Lendário
4,488,Cresselia,,,Psíquico,,60,4,4,6,6,9,Lendário
4,489,Phione,,,Água,,40,4,4,4,4,8,Mítico
4,490,Manaphy,,,Água,,50,5,5,5,5,10,Mítico
4,491,Darkrai,,,Sombrio,,35,5,7,5,5,13,Mítico
4,492,Shaymin,Land Form,,Grama,,50,5,5,5,5,10,Mítico
4,492,Shaymin,Sky Form,,Grama,Voador,50,6,6,4,4,13,Mítico
4,493,Arceus,,,Normal,,60,6,6,6,6,12,Mítico
5,494,Victini,,,Psíquico,Fogo,50,5,5,5,5,10,Mítico
5,495,Snivy,,,Grama,,25,3,3,3,3,7,
5,496,Servine,,,Grama,,30,3,3,4,4,9,
5,497,Serperior,,,Grama,,40,4,4,5,5,12,
5,498,Tepig,,,Fogo,,35,4,3,3,3,5,
5,499,Pignite,,,Fogo,Lutador,45,5,4,3,3,6,
5,500,Emboar,,,Fogo,Lutador,55,7,5,4,4,7,
5,501,Oshawott,,,Água,,30,3,4,3,3,5,
5,502,Dewott,,,Água,,40,4,5,3,3,6,
5,503,Samurott,,,Água,,50,5,6,5,4,7,
8,503,Samurott,Hisuian Samurott,,Água,Sombrio,45,6,5,4,4,9,
5,504,Patrat,,,Normal,,25,3,2,2,2,5,
5,505,Watchog,,,Normal,,30,5,3,4,4,8,
5,506,Lillipup,,,Normal,,25,3,2,3,3,6,
5,507,Herdier,,,Normal,,35,4,2,4,4,6,
5,508,Stoutland,,,Normal,,45,6,3,5,5,8,
5,509,Purrloin,,,Sombrio,,25,3,3,2,2,7,
5,510,Liepard,,,Sombrio,,35,5,5,3,3,11,
5,511,Pansage,,,Grama,,25,3,3,3,3,7,
5,512,Simisage,,,Grama,,40,5,5,4,4,11,
5,513,Pansear,,,Fogo,,25,3,3,3,3,7,
5,514,Simisear,,,Fogo,,40,5,5,4,4,11,
5,515,Panpour,,,Água,,25,3,3,3,3,7,
5,516,Simipour,,,Água,,40,5,5,4,4,11,
5,517,Munna,,,Psíquico,,40,2,4,3,3,3,
5,518,Musharna,,,Psíquico,,60,3,6,5,5,3,
5,519,Pidove,,,Normal,Voador,25,3,2,3,2,5,
5,520,Tranquill,,,Normal,Voador,35,4,3,4,3,7,
5,521,Unfezant,,,Normal,Voador,40,6,4,4,3,10,
5,522,Blitzle,,,Elétrico,,25,3,3,2,2,8,
5,523,Zebstrika,,,Elétrico,,40,5,4,4,4,12,
5,524,Roggenrola,,,Pedra,,30,4,2,5,2,2,
5,525,Boldore,,,Pedra,,35,6,3,6,2,2,
5,526,Gigalith,,,Pedra,,45,7,3,7,4,3,
5,527,Woobat,,,Psíquico,Voador,35,3,3,3,3,8,
5,528,Swoobat,,,Psíquico,Voador,35,3,4,3,3,12,
5,529,Drilbur,,,Terra,,30,5,2,2,3,7,
5,530,Excadrill,,,Terra,Aço,55,7,3,3,4,9,
5,531,Audino,,,Normal,,55,3,3,5,5,5,
6,531,Audino,Mega Audino,,Normal,Fada,55,3,4,7,7,5,
5,532,Timburr,,,Lutador,,40,4,2,3,2,4,
5,533,Gurdurr,,,Lutador,,45,6,2,5,3,4,
5,534,Conkeldurr,,,Lutador,,55,7,3,5,4,5,
5,535,Tympole,,,Água,,25,3,3,2,2,7,
5,536,Palpitoad,,,Água,Terra,40,4,4,3,3,7,
5,537,Seismitoad,,,Água,Terra,55,5,5,4,4,8,
5,538,Throh,,,Lutador,,60,5,2,5,5,5,
5,539,Sawk,,,Lutador,,40,7,2,4,4,9,
5,540,Sewaddle,,,Inseto,Grama,25,3,2,4,3,5,
5,541,Swadloon,,,Inseto,Grama,30,4,3,5,4,5,
5,542,Leavanny,,,Inseto,Grama,40,6,4,4,4,10,
5,543,Venipede,,,Inseto,Venenoso,15,3,2,3,2,6,
5,544,Whirlipede,,,Inseto,Venenoso,20,3,2,5,4,5,
5,545,Scolipede,,,Inseto,Venenoso,30,5,3,5,4,12,
5,546,Cottonee,,,Grama,Fada,20,2,2,3,3,7,
5,547,Whimsicott,,,Grama,Fada,30,4,4,5,4,12,
5,548,Petilil,,,Grama,,25,2,4,3,3,3,
5,549,Lilligant,,,Grama,,35,3,6,4,4,9,
8,549,Lilligant,Hisuian Lilligant,,Grama,Lutador,35,6,3,4,4,11,
5,550,Basculin,Red-Striped Form,,Água,,35,5,4,4,3,10,
5,550,Basculin,Blue-Striped Form,,Água,,35,5,4,4,3,10,
8,550,Basculin,White-Striped Form,,Água,,35,5,4,4,3,10,
5,551,Sandile,,,Terra,Sombrio,25,4,2,2,2,7,
5,552,Krokorok,,,Terra,Sombrio,30,5,3,3,3,8,
5,553,Krookodile,,,Terra,Sombrio,50,6,4,4,4,10,
5,554,Darumaka,,,Fogo,,35,5,1,3,3,5,
8,554,Darumaka,Galarian Darumaka,,Gelo,,35,5,1,3,3,5,
5,555,Darmanitan,Standard Mode,,Fogo,,55,7,2,3,3,10,
5,555,Darmanitan,Zen Mode,,Fogo,Psíquico,55,2,7,6,6,6,
8,555,Darmanitan,Galarian Standard Mode,,Gelo,,55,7,2,3,3,10,
8,555,Darmanitan,Galarian Zen Mode,,Gelo,Fogo,55,8,2,3,3,14,
5,556,Maractus,,,Grama,,40,5,6,4,4,6,
5,557,Dwebble,,,Inseto,Pedra,25,4,2,5,2,6,
5,558,Crustle,,,Inseto,Pedra,35,6,4,7,4,5,
5,559,Scraggy,,,Sombrio,Lutador,25,4,2,4,4,5,
5,560,Scrafty,,,Sombrio,Lutador,35,5,3,6,6,6,
5,561,Sigilyph,,,Psíquico,Voador,40,3,6,4,4,10,
5,562,Yamask,,,Fantasma,,20,2,3,5,4,3,
8,562,Yamask,Galarian Yamask,,Terra,Fantasma,20,3,2,5,4,3,
5,563,Cofagrigus,,,Fantasma,,30,3,5,8,6,3,
5,564,Tirtouga,,,Água,Pedra,30,4,3,6,3,3,
5,565,Carracosta,,,Água,Pedra,40,6,5,7,4,4,
5,566,Archen,,,Pedra,Voador,30,6,4,3,3,7,
5,567,Archeops,,,Pedra,Voador,40,7,6,4,4,11,
5,568,Trubbish,,,Venenoso,,25,3,2,4,4,7,
5,569,Garbodor,,,Venenoso,,40,5,3,5,5,8,
5,570,Zorua,,,Sombrio,,20,4,4,2,2,7,
8,570,Zorua,Hisuian Zorua,,Normal,Fantasma,20,3,5,2,2,7,
5,571,Zoroark,,,Sombrio,,30,6,6,3,3,11,
8,571,Zoroark,Hisuian Zoroark,,Normal,Fantasma,30,5,7,3,3,11,
5,572,Minccino,,,Normal,,30,3,2,2,2,8,
5,573,Cinccino,,,Normal,,40,5,4,3,3,12,
5,574,Gothita,,,Psíquico,,25,2,3,3,4,5,
5,575,Gothorita,,,Psíquico,,30,3,4,4,5,6,
5,576,Gothitelle,,,Psíquico,,35,3,5,5,6,7,
5,577,Solosis,,,Psíquico,,25,2,6,2,3,2,
5,578,Duosion,,,Psíquico,,35,2,7,3,3,3,
5,579,Reuniclus,,,Psíquico,,55,4,7,4,5,3,
5,580,Ducklett,,,Água,Voador,35,3,3,3,3,6,
5,581,Swanna,,,Água,Voador,40,5,5,4,4,10,
5,582,Vanillite,,,Gelo,,20,3,4,3,3,5,
5,583,Vanillish,,,Gelo,,30,4,4,4,4,6,
5,584,Vanilluxe,,,Gelo,,40,5,6,5,5,8,
5,585,Deerling,,,Normal,Grama,30,3,2,3,3,8,
5,586,Sawsbuck,,,Normal,Grama,40,5,3,4,4,10,
5,587,Emolga,,,Elétrico,Voador,30,4,4,3,3,11,
5,588,Karrablast,,,Inseto,,25,4,2,3,3,6,
5,589,Escavalier,,,Inseto,Aço,35,7,3,6,6,2,
5,590,Foongus,,,Grama,Venenoso,35,3,3,3,3,2,
5,591,Amoonguss,,,Grama,Venenoso,60,5,5,4,4,3,
5,592,Frillish,,,Água,Fantasma,30,2,4,3,5,4,
5,593,Jellicent,,,Água,Fantasma,50,3,5,4,6,6,
5,594,Alomomola,,,Água,,85,4,2,4,3,7,
5,595,Joltik,,,Inseto,Elétrico,25,3,3,3,3,7,
5,596,Galvantula,,,Inseto,Elétrico,35,4,5,3,3,11,
5,597,Ferroseed,,,Grama,Aço,25,3,2,5,5,1,
5,598,Ferrothorn,,,Grama,Aço,40,5,3,7,6,2,
5,599,Klink,,,Aço,,20,3,3,4,3,3,
5,600,Klang,,,Aço,,30,4,4,5,5,5,
5,601,Klinklang,,,Aço,,30,5,4,6,5,9,
5,602,Tynamo,,,Elétrico,,20,3,3,2,2,6,
5,603,Eelektrik,,,Elétrico,,35,5,4,4,4,4,
5,604,Eelektross,,,Elétrico,,45,6,6,4,4,5,
5,605,Elgyem,,,Psíquico,,30,3,5,3,3,3,
5,606,Beheeyem,,,Psíquico,,40,4,7,4,5,4,
5,607,Litwick,,,Fantasma,Fogo,25,2,4,3,3,2,
5,608,Lampent,,,Fantasma,Fogo,30,2,5,3,3,6,
5,609,Chandelure,,,Fantasma,Fogo,30,3,8,5,5,8,
5,610,Axew,,,Dragão,,25,5,2,3,2,6,
5,611,Fraxure,,,Dragão,,35,6,2,4,3,7,
5,612,Haxorus,,,Dragão,,40,8,3,5,4,10,
5,613,Cubchoo,,,Gelo,,30,4,3,2,2,4,
5,614,Beartic,,,Gelo,,50,7,4,4,4,5,
5,615,Cryogonal,,,Gelo,,40,3,5,3,7,11,
5,616,Shelmet,,,Inseto,,25,2,2,5,4,3,
5,617,Accelgor,,,Inseto,,40,4,5,2,3,15,
5,618,Stunfisk,,,Terra,Elétrico,55,4,5,5,5,4,
8,618,Stunfisk,Galarian Stunfisk,,Terra,Aço,55,5,4,5,5,4,
5,619,Mienfoo,,,Lutador,,25,5,3,3,3,7,
5,620,Mienshao,,,Lutador,,35,7,5,3,3,11,
5,621,Druddigon,,,Dragão,,40,6,3,5,5,5,
5,622,Golett,,,Terra,Fantasma,30,4,2,3,3,4,
5,623,Golurk,,,Terra,Fantasma,45,7,3,4,4,6,
5,624,Pawniard,,,Sombrio,Aço,25,5,2,4,2,6,
5,625,Bisharp,,,Sombrio,Aço,35,7,3,5,4,7,
5,626,Bouffalant,,,Normal,,50,6,2,5,5,6,
5,627,Rufflet,,,Normal,Voador,35,5,2,3,3,6,
5,628,Braviary,,,Normal,Voador,50,7,3,4,4,8,
8,628,Braviary,Hisuian Braviary,,Psíquico,Voador,55,5,6,4,4,7,
5,629,Vullaby,,,Sombrio,Voador,35,3,3,4,4,6,
5,630,Mandibuzz,,,Sombrio,Voador,55,4,3,6,5,8,
5,631,Heatmor,,,Fogo,,45,5,6,4,4,7,
5,632,Durant,,,Inseto,Aço,30,6,3,6,3,11,
5,633,Deino,,,Sombrio,Dragão,30,4,3,3,3,4,Pseudoendário
5,634,Zweilous,,,Sombrio,Dragão,40,5,4,4,4,6,Pseudoendário
5,635,Hydreigon,,,Sombrio,Dragão,50,6,7,5,5,10,Pseudoendário
5,636,Larvesta,,,Inseto,Fogo,30,5,3,3,3,6,
5,637,Volcarona,,,Inseto,Fogo,45,3,7,4,6,10,
5,638,Cobalion,,,Aço,Lutador,50,5,5,7,4,11,Lendário
5,639,Terrakion,,,Pedra,Lutador,50,7,4,5,5,11,Lendário
5,640,Virizion,,,Grama,Lutador,50,5,5,4,7,11,Lendário
5,641,Tornadus,Incarnate Forme,,Voador,,40,6,7,4,4,12,Lendário
5,641,Tornadus,Therian Forme,,Voador,,40,5,6,4,5,13,Lendário
5,642,Thundurus,Incarnate Forme,,Elétrico,Voador,40,6,7,4,4,12,Lendário
5,642,Thundurus,Therian Forme,,Elétrico,Voador,40,6,8,4,4,11,Lendário
5,643,Reshiram,,,Dragão,Fogo,50,6,8,5,6,9,Lendário
5,644,Zekrom,,,Dragão,Elétrico,50,8,6,6,5,9,Lendário
5,645,Landorus,Incarnate Forme,,Terra,Voador,45,7,6,5,4,11,Lendário
5,645,Landorus,Therian Forme,,Terra,Voador,45,8,6,5,4,10,Lendário
5,646,Kyurem,,,Dragão,Gelo,65,7,7,5,5,10,Lendário
5,646,Kyurem,White Kyurem,,Dragão,Gelo,65,6,9,5,5,10,Lendário
5,646,Kyurem,Black Kyurem,,Dragão,Gelo,65,9,6,5,5,10,Lendário
5,647,Keldeo,Ordinary Form,,Água,Lutador,50,4,7,5,5,11,Mítico
5,647,Keldeo,Resolute Form,,Água,Lutador,50,4,7,5,5,11,Mítico
5,648,Meloetta,Aria Forme,,Normal,Psíquico,50,4,7,4,7,9,Mítico
5,648,Meloetta,Pirouette Forme,,Normal,Lutador,50,7,4,5,4,13,Mítico
5,649,Genesect,,,Inseto,Aço,40,6,6,5,5,10,Mítico
6,650,Chespin,,,Grama,,30,4,3,4,3,4,
6,651,Quilladin,,,Grama,,35,4,3,5,3,6,
6,652,Chesnaught,,,Grama,Lutador,45,6,4,7,4,7,
6,653,Fennekin,,,Fogo,,20,3,4,2,3,6,
6,654,Braixen,,,Fogo,,30,3,5,3,4,8,
6,655,Delphox,,,Fogo,Psíquico,40,4,6,4,5,11,
6,656,Froakie,,,Água,,25,3,4,2,3,8,
6,657,Frogadier,,,Água,,30,4,5,3,3,10,
6,658,Greninja,,,Água,Sombrio,40,5,6,4,4,13,
7,658,Greninja,Ash-Greninja,,Água,Sombrio,40,8,8,4,4,14,
6,659,Bunnelby,,,Normal,,20,2,2,2,2,6,
6,660,Diggersby,,,Normal,Terra,45,3,3,4,4,8,
6,661,Fletchling,,,Normal,Voador,25,3,2,3,2,7,
6,662,Fletchinder,,,Fogo,Voador,35,4,3,3,3,9,
6,663,Talonflame,,,Fogo,Voador,40,5,4,4,4,13,
6,664,Scatterbug,,,Inseto,,20,2,2,2,2,4,
6,665,Spewpa,,,Inseto,,25,2,2,3,2,3,
6,666,Vivillon,,,Inseto,Voador,40,3,5,3,3,9,
6,667,Litleo,,,Fogo,Normal,35,3,4,3,3,8,
6,668,Pyroar,,,Fogo,Normal,45,4,6,4,4,11,
6,669,FlabÃ©bÃ©,,,Fada,,25,2,4,2,4,5,
6,670,Floette,,,Fada,,30,3,4,3,5,6,
6,671,Florges,,,Fada,,40,4,6,4,8,8,
6,672,Skiddo,,,Grama,,35,4,4,3,3,6,
6,673,Gogoat,,,Grama,,65,5,5,4,5,7,
6,674,Pancham,,,Lutador,,35,5,3,4,3,5,
