id_venda;id_produto;id_vendedor;id_cliente;data;quantidade;preco_unitario;valor_total
648;9;1;31;09/10/2025;15;57;855
649;6;1;84;10/10/2025;6;78;468
650;1;2;24;11/10/2025;15;193;2895
651;1;4;89;12/10/2025;9;154;1386
652;2;2;36;13/10/2025;14;42;588
653;9;4;85;14/10/2025;18;65;1170
654;3;4;30;15/10/2025;17;130;2210
655;1;3;24;16/10/2025;18;55;990
656;5;3;30;17/10/2025;5;115;575
657;7;4;86;18/10/2025;9;33;297
658;6;4;92;19/10/2025;11;111;1221
659;1;2;7;20/10/2025;1;195;195
660;5;2;35;21/10/2025;18;156;2808
661;5;3;55;22/10/2025;6;117;702
662;6;1;92;23/10/2025;2;156;312
663;3;4;14;24/10/2025;15;149;2235
664;5;2;10;25/10/2025;14;51;714
665;7;3;80;26/10/2025;5;159;795
666;5;2;16;27/10/2025;6;60;360
667;5;4;54;28/10/2025;6;148;888
668;5;4;95;29/10/2025;18;40;720
669;10;5;89;30/10/2025;14;75;1050
670;10;1;77;31/10/2025;10;125;1250
671;3;5;70;01/11/2025;14;39;546
672;1;3;44;02/11/2025;13;197;2561
673;5;2;73;03/11/2025;3;157;471
674;9;3;45;04/11/2025;6;181;1086
675;1;4;100;05/11/2025;8;128;1024
676;3;5;56;06/11/2025;12;141;1692
677;4;5;84;07/11/2025;13;89;1157
678;1;5;82;08/11/2025;11;116;1276
679;1;3;57;09/11/2025;12;174;2088
680;8;4;21;10/11/2025;1;94;94
681;2;2;68;11/11/2025;17;86;1462
682;8;2;50;12/11/2025;16;135;2160
683;7;3;33;13/11/2025;11;38;418
684;10;5;91;14/11/2025;13;51;663
685;10;1;7;15/11/2025;18;170;3060
686;2;3;70;16/11/2025;11;118;1298
687;6;3;15;17/11/2025;12;47;564
688;6;4;82;18/11/2025;6;144;864
689;3;2;32;19/11/2025;9;197;1773
690;2;3;75;20/11/2025;16;174;2784
691;1;3;20;21/11/2025;4;172;688
692;6;5;88;22/11/2025;3;135;405
693;5;5;15;23/11/2025;16;44;704
694;9;1;48;24/11/2025;12;92;1104
695;1;4;71;25/11/2025;11;196;2156
696;7;1;21;26/11/2025;5;42;210
697;5;5;42;27/11/2025;18;110;1980
698;5;2;26;28/11/2025;19;61;1159
699;2;5;14;29/11/2025;6;166;996
700;3;4;57;30/11/2025;18;69;1242
701;7;5;37;01/12/2025;6;177;1062
702;6;4;58;02/12/2025;4;111;444
703;2;4;21;03/12/2025;12;106;1272
704;6;4;82;04/12/2025;19;105;1995
705;2;4;69;05/12/2025;2;67;134
706;2;4;3;06/12/2025;17;100;1700
707;2;2;87;07/12/2025;11;77;847
708;3;1;90;08/12/2025;11;47;517
709;2;3;37;09/12/2025;16;173;2768
710;4;1;88;10/12/2025;2;68;136
711;9;4;49;11/12/2025;2;118;236
712;6;2;19;12/12/2025;8;91;728
713;1;5;89;13/12/2025;13;170;2210
714;8;2;85;14/12/2025;10;138;1380
715;7;4;12;15/12/2025;8;110;880
716;10;2;61;16/12/2025;4;163;652
717;3;2;41;17/12/2025;15;106;1590
718;1;4;33;18/12/2025;1;119;119
719;5;2;50;19/12/2025;11;43;473
720;4;3;68;20/12/2025;7;124;868
721;10;3;71;21/12/2025;17;83;1411
722;8;2;86;22/12/2025;18;161;2898
723;1;5;33;23/12/2025;12;68;816
724;10;4;81;24/12/2025;9;101;909
725;1;3;24;25/12/2025;5;54;270
726;4;5;61;26/12/2025;10;106;1060
727;8;2;61;27/12/2025;4;189;756
728;5;5;98;28/12/2025;5;195;975
729;2;1;28;29/12/2025;10;149;1490
730;6;3;58;30/12/2025;11;82;902
731;5;2;43;31/12/2025;10;185;1850
732;2;4;41;01/01/2026;8;160;1280
733;3;2;39;02/01/2026;2;179;358
734;9;4;86;03/01/2026;8;125;1000
735;7;2;49;04/01/2026;16;195;3120
736;7;5;17;05/01/2026;5;101;505
737;6;5;98;06/01/2026;3;91;273
738;8;5;70;07/01/2026;12;35;420
739;4;1;70;08/01/2026;13;61;793
740;8;4;98;09/01/2026;13;128;1664
741;4;5;65;10/01/2026;10;167;1670
742;8;1;74;11/01/2026;4;160;640
743;9;4;85;12/01/2026;9;105;945
744;3;2;5;13/01/2026;2;88;176
745;3;1;2;14/01/2026;19;60;1140
746;2;3;22;15/01/2026;1;122;122
747;10;1;57;16/01/2026;7;98;686
748;3;1;66;17/01/2026;17;81;1377
749;3;4;74;18/01/2026;3;118;354
750;5;2;98;19/01/2026;3;156;468
751;5;3;16;20/01/2026;3;198;594
752;2;5;51;21/01/2026;17;60;1020
753;10;5;39;22/01/2026;7;113;791
754;6;1;86;23/01/2026;14;156;2184
755;5;4;76;24/01/2026;17;179;3043
756;6;4;88;25/01/2026;18;161;2898
757;1;5;40;26/01/2026;13;42;546
758;5;3;38;27/01/2026;18;74;1332
759;9;2;60;28/01/2026;4;156;624
760;10;3;59;29/01/2026;1;199;199
761;2;2;10;30/01/2026;18;143;2574
762;1;5;99;31/01/2026;1;49;49
763;10;2;64;01/02/2026;13;110;1430
764;9;4;63;02/02/2026;10;193;1930
765;10;1;49;03/02/2026;11;158;1738
766;9;1;64;04/02/2026;9;172;1548
767;9;5;32;05/02/2026;9;46;414
768;6;4;7;06/02/2026;5;181;905
769;8;3;21;07/02/2026;1;87;87
770;1;4;20;08/02/2026;17;101;1717
771;10;1;26;09/02/2026;2;138;276
772;4;1;68;10/02/2026;13;52;676
773;1;4;86;11/02/2026;9;101;909
774;8;4;15;12/02/2026;4;37;148
775;1;1;85;13/02/2026;5;88;440
776;3;3;79;14/02/2026;11;140;1540
777;4;5;86;15/02/2026;19;42;798
778;8;5;92;16/02/2026;3;196;588
779;6;4;14;17/02/2026;12;185;2220
780;10;5;27;18/02/2026;19;45;855
781;7;1;40;19/02/2026;19;148;2812
782;8;1;58;20/02/2026;13;31;403
783;2;4;28;21/02/2026;7;174;1218
784;10;4;26;22/02/2026;15;59;885
785;8;4;63;23/02/2026;7;132;924
786;3;3;66;24/02/2026;8;42;336
787;7;5;25;25/02/2026;5;125;625
788;3;4;3;26/02/2026;14;123;1722
789;7;2;72;27/02/2026;4;111;444
790;2;2;44;28/02/2026;10;42;420
791;10;1;97;01/03/2026;15;123;1845
792;6;5;42;02/03/2026;18;178;3204
793;3;4;99;03/03/2026;13;141;1833
794;3;2;6;04/03/2026;8;84;672
795;9;5;39;05/03/2026;9;110;990
796;7;1;52;06/03/2026;16;197;3152
797;5;3;23;07/03/2026;19;145;2755
798;10;5;89;08/03/2026;16;172;2752
799;7;5;50;09/03/2026;7;137;959
800;9;3;43;10/03/2026;14;82;1148
801;1;5;19;11/03/2026;14;157;2198
802;7;1;69;12/03/2026;4;187;748
803;6;1;51;13/03/2026;15;190;2850
804;10;3;11;14/03/2026;3;86;258
805;9;4;12;15/03/2026;5;81;405
806;1;2;74;16/03/2026;1;166;166
807;4;4;8;17/03/2026;3;140;420
808;9;5;24;18/03/2026;15;30;450
809;4;2;92;19/03/2026;8;73;584
810;10;3;41;20/03/2026;4;104;416
811;3;3;36;21/03/2026;2;127;254
812;9;2;85;22/03/2026;10;38;380
813;2;1;72;23/03/2026;4;61;244
814;4;2;55;24/03/2026;3;44;132
815;6;5;9;25/03/2026;2;169;338
816;2;1;47;26/03/2026;17;165;2805
817;8;3;15;27/03/2026;13;101;1313
818;8;2;48;28/03/2026;5;184;920
819;1;4;82;29/03/2026;9;41;369
820;3;4;42;30/03/2026;6;94;564
821;10;5;60;31/03/2026;5;136;680
822;9;4;84;01/04/2026;10;71;710
823;5;2;70;02/04/2026;8;144;1152
824;6;2;12;03/04/2026;7;168;1176
825;4;4;2;04/04/2026;7;132;924
826;10;2;7;05/04/2026;6;124;744
827;2;5;80;06/04/2026;3;46;138
828;8;1;3;07/04/2026;19;189;3591
829;6;5;3;08/04/2026;15;114;1710
830;5;5;27;09/04/2026;4;197;788
831;9;2;40;10/04/2026;12;180;2160
832;1;1;33;11/04/2026;6;85;510
833;5;2;92;12/04/2026;19;163;3097
834;6;3;1;13/04/2026;4;115;460
835;5;2;8;14/04/2026;15;131;1965
836;6;2;32;15/04/2026;9;194;1746
837;6;2;48;16/04/2026;5;83;415
838;7;1;4;17/04/2026;13;144;1872
839;4;2;94;18/04/2026;18;168;3024
840;8;1;70;19/04/2026;5;117;585
841;7;4;19;20/04/2026;16;78;1248
842;9;3;32;21/04/2026;19;178;3382
843;7;1;9;22/04/2026;14;144;2016
844;3;4;12;23/04/2026;16;92;1472
845;3;1;11;24/04/2026;15;133;1995
846;8;1;46;25/04/2026;4;112;448
847;5;3;16;26/04/2026;7;132;924
848;4;5;1;27/04/2026;16;185;2960
849;8;5;63;28/04/2026;8;46;368
850;6;1;21;29/04/2026;17;35;595
851;2;2;30;30/04/2026;16;176;2816
852;4;4;13;01/05/2026;10;57;570
853;4;2;34;02/05/2026;10;67;670
854;6;2;4;03/05/2026;2;148;296
855;6;1;28;04/05/2026;9;66;594
856;1;1;95;05/05/2026;17;144;2448
857;8;1;59;06/05/2026;11;97;1067
858;6;1;27;07/05/2026;10;72;720
859;3;5;69;08/05/2026;17;193;3281
860;9;1;25;09/05/2026;4;87;348
861;2;5;3;10/05/2026;16;42;672
862;8;5;97;11/05/2026;15;81;1215
863;10;1;68;12/05/2026;5;87;435
864;3;3;25;13/05/2026;6;61;366
865;5;4;20;14/05/2026;17;134;2278
866;6;2;34;15/05/2026;1;112;112
867;10;5;26;16/05/2026;19;128;2432
868;6;4;5;17/05/2026;4;133;532
869;4;3;99;18/05/2026;17;57;969
870;3;2;61;19/05/2026;9;158;1422
871;4;2;92;20/05/2026;2;199;398
872;1;5;93;21/05/2026;8;77;616
873;4;1;9;22/05/2026;15;69;1035
874;1;3;50;23/05/2026;7;126;882
875;1;5;6;24/05/2026;6;143;858
876;10;3;83;25/05/2026;1;161;161
877;6;1;60;26/05/2026;15;195;2925
878;5;1;44;27/05/2026;7;184;1288
879;4;5;11;28/05/2026;17;166;2822
880;3;1;66;29/05/2026;2;140;280
881;1;4;47;30/05/2026;9;173;1557
882;6;2;73;31/05/2026;9;105;945
883;2;5;85;01/06/2026;13;60;780
884;8;3;88;02/06/2026;6;148;888
885;10;4;98;03/06/2026;6;171;1026
886;5;5;86;04/06/2026;3;54;162
887;7;1;3;05/06/2026;17;63;1071
888;10;1;76;06/06/2026;17;96;1632
889;2;1;92;07/06/2026;12;181;2172
890;8;1;30;08/06/2026;16;147;2352
891;2;3;90;09/06/2026;15;102;1530
892;4;4;21;10/06/2026;13;55;715
893;1;2;28;11/06/2026;1;177;177
894;5;3;90;12/06/2026;17;133;2261
895;9;3;62;13/06/2026;3;39;117
896;1;2;33;14/06/2026;15;96;1440
897;9;2;85;15/06/2026;4;181;724
898;8;1;35;16/06/2026;4;34;136
899;6;3;52;17/06/2026;18;56;1008
900;7;5;34;18/06/2026;17;142;2414
901;3;2;41;19/06/2026;19;44;836
902;1;2;51;20/06/2026;11;192;2112
903;5;4;47;21/06/2026;3;134;402
904;2;5;82;22/06/2026;8;73;584
905;5;5;58;23/06/2026;14;55;770
906;8;2;75;24/06/2026;1;191;191
907;9;1;57;25/06/2026;14;124;1736
908;2;4;23;26/06/2026;2;113;226
909;3;5;48;27/06/2026;4;169;676
910;3;2;22;28/06/2026;19;161;3059
911;1;5;17;29/06/2026;6;116;696
912;8;4;69;30/06/2026;1;141;141
913;6;4;11;01/07/2026;17;158;2686
914;8;3;94;02/07/2026;8;118;944
915;9;2;15;03/07/2026;19;95;1805
916;5;4;91;04/07/2026;1;187;187
917;3;3;35;05/07/2026;5;160;800
918;5;3;33;06/07/2026;16;151;2416
919;5;5;84;07/07/2026;6;178;1068
920;5;5;16;08/07/2026;8;113;904
921;3;3;34;09/07/2026;13;145;1885
922;10;5;66;10/07/2026;16;145;2320
923;4;4;99;11/07/2026;3;67;201
924;9;1;40;12/07/2026;19;172;3268
925;10;4;28;13/07/2026;12;139;1668
926;9;3;47;14/07/2026;16;75;1200
927;2;3;39;15/07/2026;11;54;594
928;8;4;70;16/07/2026;10;50;500
929;8;5;73;17/07/2026;4;150;600
930;7;5;20;18/07/2026;12;151;1812
931;8;3;1;19/07/2026;2;162;324
932;3;2;72;20/07/2026;19;99;1881
933;6;5;87;21/07/2026;5;142;710
934;1;4;63;22/07/2026;8;136;1088
935;7;5;67;23/07/2026;7;141;987
936;1;4;4;24/07/2026;14;137;1918
937;9;3;58;25/07/2026;3;76;228
938;1;5;25;26/07/2026;18;120;2160
939;1;4;47;27/07/2026;16;47;752
940;7;3;38;28/07/2026;19;178;3382
941;2;2;15;29/07/2026;19;133;2527
942;5;4;63;30/07/2026;18;180;3240
943;8;2;21;31/07/2026;16;69;1104
944;8;2;99;01/08/2026;8;167;1336
945;3;1;57;02/08/2026;1;118;118
946;7;5;53;03/08/2026;17;90;1530
947;3;4;46;04/08/2026;12;34;408
948;6;2;14;05/08/2026;11;151;1661
949;6;1;100;06/08/2026;5;84;420
950;3;3;76;07/08/2026;12;66;792
951;7;4;17;08/08/2026;17;85;1445
952;3;2;39;09/08/2026;6;131;786
953;8;5;9;10/08/2026;1;122;122
954;10;1;99;11/08/2026;5;102;510
955;4;2;77;12/08/2026;14;88;1232
956;1;5;79;13/08/2026;5;31;155
957;4;2;82;14/08/2026;1;133;133
958;7;4;97;15/08/2026;18;80;1440
959;4;4;6;16/08/2026;16;59;944
960;6;4;91;17/08/2026;9;40;360
961;9;1;23;18/08/2026;19;137;2603
962;1;4;59;19/08/2026;5;105;525
963;5;5;91;20/08/2026;2;196;392
964;7;2;98;21/08/2026;15;119;1785
965;1;3;46;22/08/2026;7;152;1064
966;4;5;38;23/08/2026;4;154;616
967;6;5;14;24/08/2026;1;151;151
968;2;4;100;25/08/2026;13;123;1599
969;10;1;72;26/08/2026;7;132;924
970;5;2;62;27/08/2026;15;191;2865
971;10;1;35;28/08/2026;14;60;840
972;1;2;19;29/08/2026;19;81;1539
973;6;2;30;30/08/2026;18;118;2124
974;6;1;78;31/08/2026;10;105;1050
975;4;5;84;01/09/2026;9;158;1422
976;8;2;25;02/09/2026;8;51;408
977;4;1;40;03/09/2026;10;69;690
978;8;2;88;04/09/2026;17;130;2210
979;8;3;14;05/09/2026;2;140;280
980;5;5;26;06/09/2026;6;158;948
981;4;4;87;07/09/2026;5;94;470
982;2;2;22;08/09/2026;9;199;1791
983;3;3;48;09/09/2026;5;178;890
984;3;4;83;10/09/2026;18;108;1944
985;4;4;51;11/09/2026;9;51;459
986;4;2;3;12/09/2026;17;195;3315
987;10;1;42;13/09/2026;17;128;2176
988;5;2;19;14/09/2026;12;37;444
989;4;3;73;15/09/2026;7;46;322
990;10;4;28;16/09/2026;3;46;138
991;8;2;84;17/09/2026;10;119;1190
992;6;1;45;18/09/2026;2;170;340
993;6;2;71;19/09/2026;3;174;522
994;8;5;78;20/09/2026;16;195;3120
995;7;1;63;21/09/2026;2;110;220
996;10;3;73;22/09/2026;10;107;1070
997;10;4;19;23/09/2026;6;35;210
998;8;2;47;24/09/2026;11;192;2112
999;2;1;14;25/09/2026;7;139;973
1000;9;5;38;26/09/2026;15;43;645
